[検索条件]設立年数：2~10・11~30.業態：BtoB.上場種別：未上場.事業内容キーワード：Webメディア運営.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社Ｔｒａｉｍｍｕ,とれいむ,高橋慶治,https://www.traimmu.com/,https://www.traimmu.com/#contact,1013301037048,2015年5月,-,未上場,92000000,-,1,20,-,-,-,学生向けメディアと中長期インターンシップの機会を提供している会社,人材業界の会社,人材紹介業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,Webメディア運営・求人サイト運営・就職情報サイト運営,BtoB　BtoC,未計算,東京都渋谷区猿楽町30-8 ツインビル代官山B棟303号,150-0033,東京都,渋谷区猿楽町30-8 ツインビル代官山B棟303号,03-6869-8153,-,-,-
株式会社ユーロフバンクエデュケーション,ゆーろふばんくえでゅけーしょん,市橋優綺,https://urofbankeducation.com/,https://urofbankeducation.com/#link_inquiry,9030001108822,2015年6月,-,未上場,-,-,1,20,-,-,4月,SEO対策や資産運用コンサルティングおよびWebサイトの制作などを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社・その他サービス業界の会社・エンタメ業界の会社・コンサルティング業界の会社・人材業界の会社,システム受託開発業界の会社・デザイン業界の会社・映像・CM制作業界の会社・資産運用コンサルティング業界の会社・Web制作業界の会社・企業研修業界の会社,チラシ・フライヤー制作・名刺印刷・経営管理システム開発・企業PRプランニング・ロゴデザイン・Webメディア運営・SEO対策,BtoB　BtoC,未計算,東京都豊島区南池袋３丁目１５番１１号ナイスフォーラム南池袋３階,171-0022,東京都,豊島区南池袋３丁目１５番１１号ナイスフォーラム南池袋３階,03-5956-1716,03-5956-1717,-,-
株式会社ＴＶグルーヴ・ドット・コム,てぃーぶいぐるー?・どっと・こむ,清水裕一,https://www.tvgroove.com/,https://www.tvgroove.com/?page_id=849,4011101037158,2000年8月,-,未上場,-,-,1,20,-,-,-,主に海外ドラマや海外セレブなどに関するニュースサイトを運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営,BtoB　BtoC,未計算,東京都新宿区西新宿３丁目７番３３号ミツワバイナリー９０１,160-0023,東京都,新宿区西新宿３丁目７番３３号ミツワバイナリー９０１,-,-,-,-
株式会社都恋堂,とれんどう,大場勝一,http://torendou.co.jp/,http://torendou.co.jp/contact.html,7011101033063,1996年9月,-,未上場,-,-,1,20,-,-,-,Webサイトの制作やイベントの企画を行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・IT業界の会社・その他サービス業界の会社・エンタメ業界の会社,Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社・デザイン業界の会社・イベント業界の会社,雑誌制作・Webメディア運営・イベント制作・フリーペーパー・フリーマガジン制作・広告制作,BtoB,未計算,東京都新宿区新宿５丁目１１番１号,160-0022,東京都,新宿区新宿５丁目１１番１号,03-5369-3851,03-5369-3852,webmaster@torendou.co.jp,saiyo@torendou.co.jp
株式会社Ｒｅｃｏｒｄ　Ｃｈｉｎａ,れこーどちゃいな,八牧浩行,http://www.recordchina.co.jp/,https://www.recordchina.co.jp/form/contact.php,8010401085680,2005年8月,-,未上場,80000000,-,1,20,-,-,-,中国専門のニュースや写真・映像の提供および取材を行う会社,エンタメ業界の会社,映像・CM制作業界の会社,その他サービス業界の会社,写真業界の会社,Webメディア運営・写真販売・広告制作・中国語翻訳・市場調査・ポータルサイト運営,BtoB,未計算,東京都港区新橋２丁目２０番１５号新橋駅前ビル１号館７１２号,105-0004,東京都,港区新橋２丁目２０番１５号新橋駅前ビル１号館７１２号,-,-,info-rc@recordchina.co.jp,-
ストリクス株式会社,すとりくす,西村陽一,https://strix-inc.jp/,-,5011001105006,2015年4月,-,未上場,30000000,-,1,18,-,-,-,「E-THOLOGY」「TRIPTROP」等のアプリ開発やWeb制作を請け負う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,その他サービス業界の会社,Web制作業界の会社,Webメディア運営・ARアプリ開発,BtoB,未計算,東京都渋谷区円山町２８番４号,150-0044,東京都,渋谷区円山町２８番４号,03-6809-0034,-,info@strix-inc.jp,-
株式会社ベイス,べいす,田口翔太,https://base-corp.co.jp/,https://base-corp.co.jp/contact/,9010401132192,2017年6月,-,未上場,10000000,-,1,17,-,-,-,ブロックチェーン技術の開発や導入コンサルティングを行う会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社・IT業界の会社・人材業界の会社・専門サービス業界の会社,その他コンサルティング業界の会社・Webサービス・アプリ運営業界の会社・事務処理代行業界の会社・翻訳・通訳業界の会社,システムコンサルティング・海外ビジネスコンサルティング・Webメディア運営,BtoB,未計算,東京都中央区新川１丁目３番３号グリーンオーク茅場町６Ｆ,104-0033,東京都,中央区新川１丁目３番３号グリーンオーク茅場町６Ｆ,03-6452-8600,-,-,-
ブラボ－ワ－クス株式会社,ぶらぼーわーくす,保呂田貞行,http://www.bravoworks.jp/index.html,http://www.bravoworks.jp/contact.html,7010001117281,2008年5月,-,未上場,-,-,2,17,-,-,-,Webサイトの運営や構築およびマルチメディアコンテンツの制作など行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・コンサルティング業界の会社・エンタメ業界の会社,デジタルコンテンツ業界の会社・その他コンサルティング業界の会社・映像・CM制作業界の会社・ITコンサルティング業界の会社 ・CD等マルチメディア・楽器業界の会社,Webマーケティング支援・Webメディア運営・映像制作・写真撮影・動画撮影・DVD制作,BtoB,未計算,東京都千代田区富士見２丁目４番６－３０５号,102-0071,東京都,千代田区富士見２丁目４番６－３０５号,03-6273-8556,03-3222-5858,info@bravoworks.jp,-
株式会社スプラウト,すぷらうと,高野聖玄,https://sproutgroup.co.jp,https://sproutgroup.co.jp/contact,4010001150756,2012年12月,-,未上場,-,-,1,16,-,-,-,インターネットサイバー攻撃に対するセキュリティ診断やアセスメントなどを行う会社,IT業界の会社,情報セキュリティサービス業界の会社,コンサルティング業界の会社・IT業界の会社,ITコンサルティング業界の会社 ・Webサービス・アプリ運営業界の会社,セキュリティコンサルティング・セキュリティシステム開発・セキュリティ診断・Webメディア運営・セキュリティサービス開発,BtoB,未計算,東京都中央区京橋３丁目１２番７号２Ｆ,104-0031,東京都,中央区京橋３丁目１２番７号２Ｆ,03-6450-4175,-,web-inquiry@sproutgroup.co.jp,-
株式会社ＯＮＥＳＴＯＲＹ,わんすとーりー,大類知樹,https://www.onestory-media.jp/,-,6010401124135,2016年4月,-,未上場,250000000,-,1,15,-,-,-,販売促進のコンサルティングやWebメディアの運営を行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社,その他コンサルティング業界の会社・販売促進コンサルティング業界の会社,Webマーケティング支援・Webメディア運営・商品企画・企業間ビジネスマッチング・販売コンサルティング・商品開発コンサルティング,BtoB,未計算,東京都港区赤坂５丁目３番１号,107-0052,東京都,港区赤坂５丁目３番１号,03-6441-9722,03-6441-9723,info@onestory-inc.jp,-
株式会社アットフリーク,あっとふりーく,塚原聡一,https://www.at-freak.jp/,https://www.at-freak.jp/contact/,4011801025305,2011年9月,-,未上場,-,-,1,15,-,-,-,Webサイト制作やWebマーケティングを行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・IT業界の会社,Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社,Webメディア運営・Webコンサルティング・Webマーケティング支援,BtoB,未計算,東京都葛飾区お花茶屋１丁目１７番１３号,124-0003,東京都,葛飾区お花茶屋１丁目１７番１３号,03-5829-4370,03-5829-4374,-,-
株式会社フェイス・ワンダワークス,ふぇいす・わんだーわーくす,中西正人,https://www.faith-wonderworks.co.jp/jsp/html.jsp?tmp=fww/index&stcd=99,-,5010401087886,2000年1月,-,未上場,100000000,-,1,14,-,-,-,音楽や芸能ニュースに関する総合トレンドメディア「ギガパーク」を運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,動画配信サービス運営・Webメディア運営・スマートフォンアプリ開発・音楽配信サービス運営,BtoB　BtoC,未計算,東京都港区南青山６丁目１０番１２号フェイス南青山,107-0062,東京都,港区南青山６丁目１０番１２号フェイス南青山,03-5468-5400,03-6892-8558,-,-
株式会社グルーバー,ぐるーばー,千島航太,https://www.grooover.com/,https://www.grooover.com/,8010001162748,2014年9月,-,未上場,50000000,-,1,14,-,-,-,広告の販売やメディア支援・運営などを展開している会社,広告業界の会社,インターネット広告代理店業界の会社,未分類,未分類,Webメディア運営,BtoB,未計算,東京都千代田区四番町６番,102-0081,東京都,千代田区四番町６番,03-5745-3890,050-3156-7349,contact@mg.grooover.com,-
株式会社サクメディア,さくめでぃあ,林征夫,http://www.sucmedia.co.jp/,-,1010701018586,2005年1月,-,未上場,10000000,-,1,13,-,-,12月,独身女性向けコラムメディア「DOKUJO」の運営などを行っている会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社・販売促進コンサルティング業界の会社,Webメディア運営・Webマーケティング支援・Webコンサルティング,BtoC　BtoB,未計算,東京都渋谷区恵比寿西２丁目１番８号曽根ビル２０１,150-0021,東京都,渋谷区恵比寿西２丁目１番８号曽根ビル２０１,03-6455-3316,03-6455-3317,info@sucmedia.co.jp,-
株式会社ルイーダ商会,るいーだしょうかい,大村直己,https://luida-shoukai.jp/,https://luida-shoukai.jp/commission/,3010001177940,2016年8月,-,未上場,2000000,-,1,13,-,-,-,Web制作やWebメディア運営、動画制作などを行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・エンタメ業界の会社・IT業界の会社,Webマーケティング業界の会社・映像・CM制作業界の会社・システム受託開発業界の会社・Webサービス・アプリ運営業界の会社,ECサイト構築・Webメディア運営・営業コンサルティング,BtoB,未計算,東京都千代田区飯田橋１丁目５－６協和西ビル４Ｆ,102-0072,東京都,千代田区飯田橋１丁目５－６協和西ビル４Ｆ,03-6803-8477,-,info@luida-shoukai.jp,-
株式会社スポーツエンターテイメントアソシエイツ,すぽーつえんたーてぃめんとあそしえいつ,霜越隼人,http://www.sportsea.co.jp/,http://www.sportsea.co.jp/inquiry/,7010401048829,2002年11月,-,未上場,10000000,-,1,13,-,-,-,スポーツ関連のWebサイトやメディアを企画・制作・運用している会社,その他サービス業界の会社,デザイン業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社・システム受託開発業界の会社,Webメディア運営・営業支援システム開発,BtoB　BtoC,未計算,東京都港区新橋３丁目５番１１号,105-0004,東京都,港区新橋３丁目５番１１号,03-3500-5100,03-3502-0002,-,-
株式会社ＺＩＮＥ,じん,仁田坂淳史,http://zineinc.co.jp/,http://zineinc.co.jp/contact/,4030001107713,2015年4月,-,未上場,2000000,-,1,12,-,-,-,オウンドメディアの企画・運営・制作をしている会社,その他サービス業界の会社,デザイン業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,フリーペーパー・フリーマガジン制作・映像制作・Webメディア運営,BtoB,未計算,東京都渋谷区道玄坂１丁目１６番６号二葉ビル１０階Ｂ号室,150-0043,東京都,渋谷区道玄坂１丁目１６番６号二葉ビル１０階Ｂ号室,03-4500-7908,020-4664-3883,info@zineinc.co.jp,-
株式会社トイロ,といろ,佐瀬和久,http://toyro.net/,http://toyro.net/contact/,3011001072090,2012年1月,-,未上場,52680000,-,1,11,-,-,-,企業のデジタルマーケティング支援および自社メディアの企画および開発を行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社,Webマーケティング支援・Webメディア運営,BtoB,未計算,東京都港区南青山４丁目１７番４号,107-0062,東京都,港区南青山４丁目１７番４号,-,-,-,-
株式会社ディーノシステム,でぃーのしすてむ,山田文彦,https://d-nuo.co.jp/,https://d-nuo.co.jp/contact/,7290001042766,2007年3月,-,未上場,30000000,-,1,11,-,-,-,経営者紹介サイトなどの制作および運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,マッチングサービス運営・Webメディア運営・求人サイト運営,BtoB　BtoC,未計算,東京都千代田区神田小川町１丁目６番地１,101-0052,東京都,千代田区神田小川町１丁目６番地１,03-5217-2202,03-5259-5332,info@d-nuo.co.jp,-
有限会社第四企画,だいよんきかく,黒田正信,https://www.d4k.net/,-,3010902018334,2001年10月,-,未上場,3000000,-,1,11,-,-,-,WebサイトやWebシステムの企画や製作及び構築、運用を行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社・システム開発業界の会社,Webマーケティング支援・Webメディア運営・セミナー企画・イベント企画・Webシステム開発,BtoC　BtoB,未計算,東京都世田谷区北沢２丁目１番８号,155-0031,東京都,世田谷区北沢２丁目１番８号,03-5712-3164,-,info@d4k.net,-
ＲＵ株式会社,あーるゆー,鈴木利康,https://rapport-united.com/,https://rapport-united.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,6011001105327,2015年4月,-,未上場,-,-,1,10,-,-,-,「SHOKUMIRU」などのWebサイトの制作を手掛ける会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・その他サービス業界の会社,Webサービス・アプリ運営業界の会社・その他サービス業界,Webメディア運営,BtoB,未計算,東京都目黒区東山３丁目１－１９メゾン池尻大橋３０８,153-0043,東京都,目黒区東山３丁目１－１９メゾン池尻大橋３０８,-,-,info@rapport-united.com,-
７０ｓｅｅｄｓ株式会社,せぶんてぃしーず,岡山史興,https://70seeds.co.jp/,https://70seeds.co.jp/#section-8,3011701020869,2017年6月,-,未上場,-,-,1,10,-,-,-,Webメディアである「70seeds」「70seeds STORE」の運営や事業開発支援を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,小売業界の会社,自社型eコマース業界の会社,Webマーケティング支援・ブランディング・書籍販売・Webメディア運営,BtoC　BtoB,未計算,東京都江東区永代２丁目２０番８号河田ビル１階,135-0034,東京都,江東区永代２丁目２０番８号河田ビル１階,-,-,70seeds@am-inc.co.jp,-
株式会社サイバーシーン,さいばーしーん,郡佳照,http://www.cyber-scene.jp/,http://www.cyber-scene.jp/inquiry/,3011601011712,2005年8月,-,未上場,10000000,-,2,10,-,-,-,「CSAD」「クチコミ.com」などの運営を行う会社,広告業界の会社,インターネット広告代理店業界の会社,コンサルティング業界の会社・IT業界の会社・エンタメ業界の会社・外食業界の会社・金融業界の会社,Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社・広告運用コンサルティング業界の会社・芸能プロダクション業界の会社・居酒屋・バー業界の会社・保険代理店業界の会社,広告配信サービス運営・Webメディア運営・SEO対策・損害保険販売・生命保険販売,BtoB,未計算,東京都港区六本木７丁目９番２号岡野ビル２階,106-0032,東京都,港区六本木７丁目９番２号岡野ビル２階,03-3379-7588,020-4662-0901,info@cyber-scene.jp,-
株式会社コンテンツバンク,こんてんつばんく,峯岸俊介,http://www.contentsbank.co.jp/index.html,http://www.contentsbank.co.jp/FS-APL/FS-Form/form.cgi?Code=cbmail2,1011101037301,2001年10月,-,未上場,25000000,-,1,8,-,-,-,コンテンツの収集や提供、及び版権や許諾の管理をする会社。,その他サービス業界の会社,その他サービス業界,コンサルティング業界の会社,販売促進コンサルティング業界の会社,著作権管理・Webメディア運営,BtoB,未計算,東京都新宿区四谷３丁目１３番地１１栄ビル,160-0004,東京都,新宿区四谷３丁目１３番地１１栄ビル,03-5367-0290,03-5367-0291,-,-
株式会社ＤＣ　ＡＳＩＡ,でぃーしーあじあ,?吉田建,https://www.dcasia-ltd.com/,https://www.dcasia-ltd.com/form,1011001130214,2017年1月,-,未上場,10000000,-,1,8,-,-,12月,グリーンIT事業やデータセンター人材教育を手掛ける会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,教育業界・IT業界の会社,資格取得・通信教育業界の会社・Webサービス・アプリ運営業界の会社・ITインフラ業界の会社,Webメディア運営・ネットワーク構築・サーバー運用・データセンター運用・IT資格取得支援,BtoC　BtoB,未計算,東京都渋谷区代官山町１番８号,150-0034,東京都,渋谷区代官山町１番８号,03-6362-6990,-,info@dcasia-ltd.com,-
株式会社共同通信ピー・アール・ワイヤー,きょうどうつうしんぴー・あーる・わいやー,岩永陽一,https://corp.kyodonewsprwire.jp/,https://corp.kyodonewsprwire.jp/member/contact,7010401044811,2001年6月,-,未上場,80000000,-,1,8,-,-,-,プレスリリース配信サイト「PR Wire」などの運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営,BtoB,未計算,東京都港区東新橋１丁目７番１号汐留メディアタワー,105-0021,東京都,港区東新橋１丁目７番１号汐留メディアタワー,03-6252-6040,03-6252-6039,-,-
株式会社ＢＡＬＡＮＣｅ,ばらんす,加藤仁,-,http://www.balance-inc.jp/inquiry/,7011301014458,2008年1月,-,未上場,5000000,-,2,8,-,-,-,Webサイトの企画製作や運営およびコンサルティングを行う会社,その他サービス業界の会社,デザイン業界の会社,未分類,未分類,Webメディア運営・Webコンサルティング・マンガ制作,BtoB,未計算,東京都目黒区東山１丁目６番２号,153-0043,東京都,目黒区東山１丁目６番２号,070-1488-3907,-,-,-
株式会社エンタテイメント・コネクションズ,えんたていめんと・こねくしょんず,新村賢治,http://www.econ.co.jp/,-,5010401004809,1996年3月,-,未上場,12000000,-,1,7,-,-,9月,Webや特化型ブログサービスなどの開発や運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,その他サービス業界の会社・IT業界の会社,Web制作業界の会社・ITインフラ業界の会社,Webシステム開発・Webメディア運営・サーバー運用,BtoB,未計算,東京都港区赤坂８丁目２番４号メゾンＭＡＳＨＩＴＡ１Ｂ,107-0052,東京都,港区赤坂８丁目２番４号メゾンＭＡＳＨＩＴＡ１Ｂ,03-5413-7773,03-5413-7916,webmaster@econ.co.jp,-
株式会社ニジエ,にじえ,伊藤大蔵,https://nijie.co.jp/,-,7120001182967,2014年4月,-,未上場,4545450,-,1,6,-,-,-,Webサイトや業務システムなどの製作を行う会社,IT業界の会社,システム受託開発業界の会社,IT業界の会社・その他サービス業界の会社・広告業界の会社,Webサービス・アプリ運営業界の会社・Web制作業界の会社・インターネット広告代理店業界の会社,ECサイト構築・Webメディア運営,BtoB　BtoC,未計算,東京都千代田区外神田５丁目６番１２－６０１号,101-0021,東京都,千代田区外神田５丁目６番１２－６０１号,03-3527-1944,-,info@nijie.co.jp,-
株式会社ワンスピア,わんすぴあ,阿部弘志,http://www.onespear.co.jp/,http://www.onespear.co.jp/contact/,3011801029190,2014年7月,-,未上場,1000000,-,1,5,-,-,-,自社メディア「Pursey」を運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営,BtoB,未計算,東京都荒川区東日暮里５丁目５２番２号,116-0014,東京都,荒川区東日暮里５丁目５２番２号,-,-,-,-
ティーアド株式会社,てぃーあど,岩間都彦,http://www.ty-ad.jp/,-,6010401130471,2017年7月,-,未上場,3000000,-,1,5,-,-,-,Webサイト制作やリスティング広告代理業務を請け負う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・コンサルティング業界の会社・広告業界の会社,システム開発業界の会社・Webマーケティング業界の会社・インターネット広告代理店業界の会社・Webサービス・アプリ運営業界の会社,Webマーケティング支援・Webシステム開発・Webメディア運営・SEO対策・Webサイト運営代行,BtoB,未計算,東京都港区三田５丁目１１番１０－９０１号,108-0073,東京都,港区三田５丁目１１番１０－９０１号,-,-,info@ty-ad.jp,-
株式会社セブンオークス・パブリシング,せぶんおーくす・ぱぶりしんぐ,小野里保徳,http://www.7oaks.co.jp/,-,3011701011083,1997年12月,-,未上場,10000000,-,1,5,-,-,-,企業や官公庁の機関紙や出版物の企画編集及びネット上のメディアを運営する会社,マスコミ業界の会社,雑誌出版業界の会社,その他サービス業界の会社・IT業界の会社,Web制作業界の会社・Webサービス・アプリ運営業界の会社,雑誌編集・書籍制作・Webメディア運営,BtoB,未計算,東京都江戸川区北葛西２丁目１０番８号,134-0081,東京都,江戸川区北葛西２丁目１０番８号,03-3675-8390,03-3675-8380,hachi@7oaks.co.jp,-
セクシーモ株式会社,せくしーも,岩崎聖二,http://www.sexymo.co.jp/company/,-,3020001079467,2006年11月,-,未上場,5010000,-,1,5,-,-,-,「サバイブ」「シャッキン博士と学ぶ借金解決法」などのWebメディアの運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社,SEO対策・Webコンサルティング・Webメディア運営・Webマーケティング支援・マーケティング支援,BtoB,未計算,東京都渋谷区猿楽町５－１,150-0033,東京都,渋谷区猿楽町５－１,-,-,info@sexymo.co.jp,-
インターメント株式会社,いんたーめんと,黒崎武昭,https://www.inter-ment.co.jp/,https://www.inter-ment.co.jp/pc/contacts/,9011001037930,2002年1月,-,未上場,50000000,-,1,4,-,-,-,SEM対策でユーザビリティ評価を手掛ける会社,コンサルティング業界の会社,Webマーケティング業界の会社,その他サービス業界の会社・コンサルティング業界の会社,Web制作業界の会社・ITコンサルティング業界の会社 ,Webコンサルティング・Webメディア運営,BtoB,未計算,東京都渋谷区恵比寿３丁目３８番４号,150-0013,東京都,渋谷区恵比寿３丁目３８番４号,03-6459-3542,03-6459-3543,sales@inter-ment.co.jp,-
株式会社イロドリ,いろどり,加藤寛之,https://www.iro-d-ori.co.jp/,-,6010701029182,2014年3月,-,未上場,2999901,-,1,4,-,-,-,Webサービスの受託開発やアプリの開発などを行う会社,IT業界の会社,システム受託開発業界の会社,広告業界の会社,インターネット広告代理店業界の会社,広告制作・Webシステム開発・Webメディア運営・スマートフォンアプリ開発,BtoB,未計算,東京都渋谷区恵比寿１丁目１８番５号,150-0013,東京都,渋谷区恵比寿１丁目１８番５号,-,-,info@iro-d-ori.co.jp,info+recruit@iro-d-ori.co.jp
株式会社ピークス,ぴーくす,上野裕子,http://peakspeaks.jp/,-,9011101062325,2012年2月,-,未上場,-,-,1,4,-,-,-,書籍や雑誌などの企画や編集、制作を行う会社,マスコミ業界の会社,電子書籍出版業界の会社,マスコミ業界の会社・その他サービス業界の会社,雑誌出版業界の会社・デザイン業界の会社,Webメディア運営・書籍制作・雑誌制作・雑誌編集・雑誌広告制作,BtoB,未計算,東京都新宿区津久戸町４番１号,162-0821,東京都,新宿区津久戸町４番１号,03-5579-2390,03-5579-2391,info@peakspeaks.jp,-
株式会社ケイ・ブリッジ,けい・ぶりっじ,金井弘一朗,http://k-bridge.co.jp/,http://k-bridge.co.jp/contact/,2140001084209,2011年4月,-,未上場,3500000,160000000,1,4,-,-,3月,コンテンツSEO制作支援等のWebマーケティングを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,人材業界の会社・コンサルティング業界の会社・広告業界の会社・IT業界の会社,個人向けセミナー業界・ITコンサルティング業界の会社 ・企業展示会・販促イベント業界の会社・Webサービス・アプリ運営業界の会社,システム導入支援・イベント運営・ポータルサイト運営・採用支援・SEO対策・Webメディア運営・イベント企画・広告制作,BtoC　BtoB,未計算,東京都千代田区大手町２－６－２　日本ビル１２F,100-0004,東京都,千代田区大手町２－６－２　日本ビル１２F,03-4405-1339,-,-,-
有限会社ラーニングジャパン,らーにんぐじゃぱん,柴田敏秀,https://www.ljpnet.com/,https://www.ljpnet.com/,5011802024718,2001年12月,-,未上場,3000000,-,1,3,-,-,-,Webメディアの運営やソフトウエア開発を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社・教育業界,システム開発業界の会社・その他スクール業界の会社・ソフトウェア専門商社業界の会社,Webメディア運営・システム導入支援,BtoC　BtoB,未計算,東京都葛飾区亀有４丁目２９番５号,125-0061,東京都,葛飾区亀有４丁目２９番５号,-,-,-,-
ベンチャーナウ株式会社,べんちゃーなう,竹内泰史,-,-,3011001041632,2003年11月,-,未上場,10000000,-,1,3,-,-,-,ニュースメディア「VentureNow」の運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営,BtoB,未計算,東京都渋谷区桜丘町１４番１号,150-0031,東京都,渋谷区桜丘町１４番１号,-,-,-,-
株式会社華人Ｃｈａｎｎｅｌ　Ｊａｐａｎ,かじんちゃんねるじゃぱん,玉城理恵,http://jp.hrtv.cn/,-,1011401018439,2015年2月,-,未上場,50000000,-,1,3,-,-,-,中国人向けに日本文化を発信する会社,広告業界の会社,インターネット広告代理店業界の会社,コンサルティング業界の会社・IT業界の会社,販売促進コンサルティング業界の会社・Webサービス・アプリ運営業界の会社,Webメディア運営・インバウンド事業・マーケティング支援・ECサイト構築・Webサイト運営代行,BtoB,未計算,東京都板橋区大山金井町５６番９号,173-0024,東京都,板橋区大山金井町５６番９号,03-5926-5327,-,-,-
株式会社ライジング,らいじんぐ,和田昇,http://risinginc2016.com/,https://risinginc2016.com/contact/,7011001111596,2016年6月,-,未上場,5000000,-,1,3,-,-,-,ヴィジュアル系アーティストのマネジメントやWebコンテンツ開発を行う会社,エンタメ業界の会社,芸能プロダクション業界の会社,IT業界の会社・その他サービス業界の会社,Webサービス・アプリ運営業界の会社・Web制作業界の会社,Webメディア運営・イベント企画・グッズ制作・アーティストマネジメント・イベント運営,BtoC　BtoB,未計算,東京都渋谷区神泉町５番２号塩入小路４０６,150-0045,東京都,渋谷区神泉町５番２号塩入小路４０６,03-6455-1424,-,info@risinginc2016.com,-
株式会社オクルコム,おくるこむ,平松匠太郎,http://www.oclcom.com/,http://www.shipping.jp/help/form_mail/,1011001067068,2008年5月,-,未上場,-,-,1,2,-,-,-,宅配便ポータルサイト「送料の虎」などを運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社・生活用品業界の会社・コンサルティング業界の会社,システム受託開発業界の会社・雑貨製造業界の会社・日用品・雑貨販売業界の会社・ITコンサルティング業界の会社 ,販促品（ノベルティ等）販売・受注システム開発・販促品（ノベルティ等）製作・在庫管理システム開発・Webメディア運営,BtoB　BtoC,未計算,東京都千代田区神田小川町１丁目１０番地２,101-0052,東京都,千代田区神田小川町１丁目１０番地２,03-3526-2673,050-3730-3906,sales@oclcom.co.jp,info@oclcom.co.jp
株式会社ＦｉｎＴ,ふぃんと,大槻祐依,https://fint-inc.netlify.com/,https://fint-inc.netlify.com/,9010401130411,2017年3月,-,未上場,7001500,-,1,2,-,-,-,女性向けWebメディアの運営やインスタグラムの運用支援を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社,Webメディア運営,BtoB　BtoC,未計算,東京都港区六本木４丁目２番４５号高會堂ビル２階,106-0032,東京都,港区六本木４丁目２番４５号高會堂ビル２階,070-3602-6148,-,info@fint.co.jp,-
株式会社ジャパンプ,じゃぱんぷ,舘山昇一,https://japump.com/,https://japump.com/contact,1010701025863,2011年11月,-,未上場,-,-,7,-,-,-,-,営業代行サービスなどを行う会社,人材業界の会社,その他業務請負業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,Webメディア運営・セミナー運営・イベント運営・営業代行,BtoC　BtoB,未計算,東京都品川区大崎１丁目６番１号４Ｆ,141-0032,東京都,品川区大崎１丁目６番１号４Ｆ,03-3779-6908,03-3779-6907,-,-
