[検索条件]従業員数：10~20・20~50・50~300.設立年数：11~30.業態：BtoB・BtoC.業界：IT業界の会社・Webサービス・アプリ運営業界の会社.小売業界の会社・自社型eコマース業界の会社.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ジェイ・シー・ビー・ジャポン,じぇい・しー・びー・じゃぽん,板橋マサ江,https://www.rose-de-marrakech.com/,-,1011001029381,1995年4月,-,未上場,-,500000000,1,70,-,16,-,美容院の運営や化粧品の製造および販売を行う会社,アパレル・美容業界の会社,美容サロン業界の会社,食品業界の会社・アパレル・美容業界の会社・小売業界の会社,健康食品業界の会社・化粧品製造業界の会社・モール型eコマース業界の会社・化粧品販売業界の会社・自社型eコマース業界の会社,化粧品販売・ヘアケア用品販売・ヘアケア用品製造・シャンプー販売・シャンプー製造・スキンケア用品販売・化粧品開発・スキンケア用品製造,BtoC,未計算,東京都渋谷区神宮前４丁目２１番１１号,150-0001,東京都,渋谷区神宮前４丁目２１番１１号,03-5786-2171,03-5786-2172,rose-info@rose-de-marrakech.com,-
株式会社オトバンク,おとばんく,久保田裕也,https://www.otobank.co.jp/,https://docs.google.com/forms/d/e/1FAIpQLSc6SvgI9RYK3tIuD5xU2udj2IKru3_y4p_kTRxHXH3WoCxg9A/viewform,2010001103501,2004年12月,-,未上場,231250000,-,1,70,-,-,-,本を音声で楽しめる配信サービスを手掛ける会社,IT業界の会社,デジタルコンテンツ業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,-,BtoC,未計算,東京都文京区本郷３丁目４番６号,113-0033,東京都,文京区本郷３丁目４番６号,03-5805-2915,03-5805-2917,-,-
ファイブゲート株式会社,ふぁいぶげーと,山下雅弘,https://fivegate.jp/corporate/,https://fivegate.jp/contactus/,3011001041509,2003年11月,-,未上場,44580000,-,2,69,-,-,-,ソーシャルゲーム開発やインターネットメディア事業および広告事業を行う会社,ゲーム業界の会社,ソーシャルゲーム業界の会社,コンサルティング業界の会社・IT業界の会社・広告業界の会社,ITコンサルティング業界の会社 ・Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社・インターネット広告代理店業界の会社,スマートフォンアプリ開発,BtoC　BtoB,未計算,東京都渋谷区代々木４丁目３３番１０号トーシンビル４Ｆ,151-0053,東京都,渋谷区代々木４丁目３３番１０号トーシンビル４Ｆ,03-5860-7565,-,masa@fivegate.jp,-
株式会社イノベーション,いのべーしょん,富田直人,https://www.innovation.co.jp/,https://www.innovation.co.jp/contact/,5011001035806,2000年12月,-,東証マザーズ,341192000,1484706000,1,69,-,-,3月,IT製品の比較・資料請求サイト「ITトレンド」などの運営や営業活動の支援を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社・販売促進コンサルティング業界の会社,Webマーケティング支援・会計システムコンサルティング・ポータルサイト運営・システムコンサルティング,BtoB,未計算,東京都渋谷区渋谷３丁目１０番１３号,150-0002,東京都,渋谷区渋谷３丁目１０番１３号,03-5766-3800,03-5766-3835,labo@innovation.co.jp,-
株式会社ビーマップ,びーまっぷ,杉野文則,http://www.bemap.co.jp/,https://www.bemap.co.jp/contact/contact.php,2010001094575,1998年9月,"小林弘樹[監査役],  小林義典[監査役],  小山信行[監査役/常勤],  岩渕弘之[取締役],  川内武[取締役],  大谷英也[取締役/経営管理部長],  杉野文則[代表取締役社長], ",JASDAQ,918077000,1481198000,1,69,-,-,3月,交通関連、移動体向けのインフラや、無線LAN配信インフラなどの提供を手掛ける会社,IT業界の会社,システム開発業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社・ITインフラ業界の会社,通信システム開発・スマートフォンアプリ開発,BtoC　BtoB,未計算,東京都千代田区内神田２丁目１２番５号,101-0047,東京都,千代田区内神田２丁目１２番５号,03-5297-2181,-,-,-
株式会社フォーサイト・バリュー・テクノロジー,ふぉーさいと・ばりゅー・てくのろじー,伊藤文英,http://www.fvt.co.jp,https://www.fvt.co.jp/contact/inquiry.html,5010601030472,2002年10月,-,未上場,30000000,860000000,1,68,-,-,12月,システムの開発や構築をはじめとするITコンサルティングを行う会社,IT業界の会社,システム受託開発業界の会社,コンサルティング業界の会社・IT業界の会社,ITコンサルティング業界の会社 ・Webサービス・アプリ運営業界の会社,Webシステム開発,BtoC　BtoB,未計算,東京都墨田区錦糸１丁目２番１号アルカセントラル７階,130-0013,東京都,墨田区錦糸１丁目２番１号アルカセントラル７階,03-5637-3111,03-5637-3130,-,-
株式会社ソニックムーブ,そにっくむーぶ,大塚祐己,https://www.sonicmoov.com/,https://www.sonicmoov.com/contact/?utm_source=smv&utm_medium=website&utm_campaign=smv_footer_button,4011101054590,2002年3月,-,未上場,74000000,807000000,3,68,-,-,9月,Webサービス・アプリ・ゲームの開発やWebサイト制作を手掛ける会社,IT業界の会社,システム開発業界の会社,その他サービス業界の会社・ゲーム業界の会社・IT業界の会社,デザイン業界の会社・ソーシャルゲーム業界の会社・Webサービス・アプリ運営業界の会社,-,BtoB,未計算,東京都新宿区築地町４番地神楽坂テクノスビル３Ｆ,162-0818,東京都,新宿区築地町４番地神楽坂テクノスビル３Ｆ,03-5206-7885,03-5206-7886,-,-
株式会社テレステーション,てれすてーしょん,卯目英喜,http://www.telestation.co.jp/,http://www.telestation.co.jp/enquiry/,6010001096304,1992年4月,-,未上場,50000000,-,1,68,-,26,-,携帯端末販売店「てるてるランド」の運営を行う会社,通信業界の会社,携帯・通信回線販売代理店業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,アフィリエイト広告販売・スマホ周辺機器・スマホアクセサリー販売・スマートフォンアプリ開発・スマホ・携帯電話販売,BtoC,未計算,東京都中央区八丁堀３丁目２５番７号,104-0032,東京都,中央区八丁堀３丁目２５番７号,03-5541-6262,03-5541-6263,inquiry@telestation.co.jp,-
株式会社デファクトスタンダード,でふぁくとすたんだーど,仙頭健一,http://www.defactostandard.co.jp/,https://user.brandear.jp/toiawase/hp_toiawase.php,1010801019955,2004年4月,-,東証１部,1209000000,11568709000,1,68,-,-,9月,ファッション買取専門サイト「ブランディア」の運営などを行う会社,その他サービス業界の会社,リサイクル業界の会社,IT業界の会社・小売業界の会社,Webサービス・アプリ運営業界の会社・自社型eコマース業界の会社・モール型eコマース業界の会社,ブランド品査定・ブランド品買取・オークション運営,BtoB　BtoC,未計算,東京都大田区平和島３丁目３番８号,143-0006,東京都,大田区平和島３丁目３番８号,03-4405-8177,03-3764-5986,-,-
ナレッジスイート株式会社,なれっじすいーと,稲葉雄一,https://ksj.co.jp/,https://knowledgesuite.jp/form/ksj/,5010401098909,2006年10月,-,東証マザーズ,664174000,834667000,3,66,-,-,9月,営業支援や顧客管理などを行うアプリケーション「Knowledge Suite」の開発および販売を行う会社,IT業界の会社,システム開発業界の会社,人材業界の会社・IT業界の会社・コンサルティング業界の会社,企業研修業界の会社・Webサービス・アプリ運営業界の会社・クラウド・フィンテック業界の会社・ITコンサルティング業界の会社 ,メール配信システム開発・システム導入支援・文書管理システム開発・Webマーケティング支援・クラウドサービス提供・クラウド開発・システムコンサルティング・位置情報システム開発・データベース構築・勤怠管理システム開発・営業支援システム開発・顧客管理システム開発・セミナー運営,BtoB,未計算,東京都港区虎ノ門３丁目１８番１９号,105-0001,東京都,港区虎ノ門３丁目１８番１９号,03-5405-8111,-,-,-
株式会社ｄａｚｚｙ,でいじー,下井大学,http://www.dazzy.co.jp/,http://www.dazzy.co.jp/contact/,1010401080713,2007年9月,-,未上場,10000000,-,1,66,-,-,-,モバイル向けアパレルECサイトを運営する会社,アパレル・美容業界の会社,メンズアパレルメーカー業界の会社,アパレル・美容業界の会社・小売業界の会社,レディースアパレルメーカー業界の会社・自社型eコマース業界の会社,インナー販売・ファッション通販サイト運営・ファッション雑貨販売,BtoC,未計算,東京都港区白金１丁目２７番６号白金高輪ステーションビル９階,108-0072,東京都,港区白金１丁目２７番６号白金高輪ステーションビル９階,03-5422-9900,03-5422-9915,-,kubo@dazzy.co.jp
株式会社マーキュリー,まーきゅりー,陣隆浩,http://mcury.jp/,https://ssl.mcury.jp/contact/,7011101040753,1991年5月,-,未上場,45400000,-,3,66,-,-,2月,自社開発システム「Realnet」の運営等を行う会社,IT業界の会社,クラウド・フィンテック業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社・システム受託開発業界の会社,不動産情報サイト運営・クラウドサービス提供・Webシステム開発,BtoB,未計算,東京都新宿区西新宿２丁目６番１号,160-0023,東京都,新宿区西新宿２丁目６番１号,03-5339-0950,03-5339-0951,-,-
株式会社コアテック,こあてっく,新納誠一,https://core-tech.jp,https://core-tech.jp/contact/,1011001059528,2009年2月,-,未上場,8000000,-,1,66,-,-,-,システム開発とWeb制作・運営を行う会社,その他サービス業界の会社,デザイン業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,Webマーケティング支援・Webシステム開発,BtoB,未計算,東京都目黒区青葉台３丁目６番２８号,153-0042,東京都,目黒区青葉台３丁目６番２８号,03-3496-3888,03-3496-3880,-,-
株式会社レスキューナウ,れすきゅーなう,朝倉一昌,https://www.rescuenow.co.jp/,https://www.rescuenow.co.jp/contacts,4010701013072,2000年4月,-,未上場,400000000,-,3,65,-,-,-,災害時等の情報配信や、危機管理システム構築のサポートを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社,システム受託開発業界の会社,営業支援システム開発・防災コンサルティング・Webシステム開発・情報システム管理・防災システム開発,BtoB,未計算,東京都品川区西五反田７丁目２０番９号ＫＤＸ西五反田ビル,141-0031,東京都,品川区西五反田７丁目２０番９号ＫＤＸ西五反田ビル,03-5759-6775,03-5759-6765,-,-
株式会社うるる,うるる,星知也,https://www.uluru.biz/,https://www.uluru.biz/contact-company,6010001096659,2001年8月,-,東証マザーズ,1026238100,1452568000,1,65,-,-,3月,クラウドワーカーマッチングサービス「シュフティ」や官公庁入札情報検索サイトを運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,人材業界の会社,その他人材業界の会社・その他業務請負業界の会社,写真販売・地域情報サイト運営・マッチングサービス運営,BtoB　BtoC,未計算,東京都中央区晴海３丁目１２番１号ＫＤＸ晴海ビル９Ｆ,104-0053,東京都,中央区晴海３丁目１２番１号ＫＤＸ晴海ビル９Ｆ,03-6221-3069,-,contact@uluru.jp,-
株式会社富士山マガジンサービス,ふじさんまがじんさーびす,西野伸一郎,https://www.fujisan.co.jp/,-,1011001038837,2002年7月,-,東証マザーズ,265198000,2942221000,1,65,-,-,12月,雑誌定期購読に対応するオンライン書店「Fujisan.co.jp」を運営する会社,小売業界の会社,書籍・マルチメディア販売業界の会社,小売業界の会社・マスコミ業界の会社・コンサルティング業界の会社,自社型eコマース業界の会社・電子書籍出版業界の会社・その他コンサルティング業界の会社,書籍販売・電子書籍販売・雑誌販売,BtoC　BtoB,未計算,東京都渋谷区南平台町１６番１１号アライブ南平台ビル８階,150-0036,東京都,渋谷区南平台町１６番１１号アライブ南平台ビル８階,0120-223-223,-,pubmail@fujisan.co.jp,-
株式会社リブレ,りぶれ,太田歳子,https://libre-inc.co.jp/,-,3011101041334,2006年5月,-,未上場,50000000,-,1,65,-,-,-,CDなどの企画や製作および電子書籍の出版を行う会社,マスコミ業界の会社,電子書籍出版業界の会社,IT業界の会社・小売業界の会社・ゲーム業界の会社・エンタメ業界の会社,Webサービス・アプリ運営業界の会社・自社型eコマース業界の会社・その他ゲーム業界の会社・CD等マルチメディア・楽器業界の会社,DVD制作・CD・レコード制作・電子書籍制作,BtoB　BtoC,未計算,東京都新宿区神楽坂６丁目４６番地,162-0825,東京都,新宿区神楽坂６丁目４６番地,03-3235-7871,-,-,-
ヒューマンデジタルコンサルタンツ株式会社,ひゅーまんでじたるこんさるたんつ,渡辺英志,https://www.websmile.co.jp/,https://www.human-dc.com/contact/,1011101045667,2007年5月,-,未上場,99500000,-,2,65,-,-,-,Webサイトやシステムの制作および分析や保守などを行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・コンサルティング業界の会社,Webサービス・アプリ運営業界の会社・システム受託開発業界の会社・Webマーケティング業界の会社,ネットワーク構築・Webサイト運営代行・Webシステム開発・メール配信システム開発・ECサイト構築・Webマーケティング支援・ソーシャルメディア運用代行・SEO対策,BtoB,未計算,東京都新宿区新宿１丁目８－１大橋御苑駅ビル６Ｆ,160-0022,東京都,新宿区新宿１丁目８－１大橋御苑駅ビル６Ｆ,03-5919-3120,-,-,-
株式会社トラストリッジ,とらすとりっじ,大場義之,http://www.trustridge.jp,https://docs.google.com/forms/d/e/1FAIpQLSdOqyRmnM4O-Gw5YQtCSIg-NQobE_qGE-OF3IhKN6EqCjW_Sw/viewform?c=0&w=1,1011001060576,2008年9月,-,未上場,10000000,-,1,64,-,-,-,アドプラットフォームによるWeb広告事業やグルメニュースサイト運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,広告業界の会社,インターネット広告代理店業界の会社,Webマーケティング支援・広告制作・映像制作・動画配信サービス運営,BtoB,未計算,東京都目黒区中目黒１丁目１番７１号,153-0061,東京都,目黒区中目黒１丁目１番７１号,-,-,-,-
株式会社ぶるーむ,ぶるーむ,飯澤早苗,https://bloomade.com/,http://www.bloomade.com/contact.html,4010902013359,1997年3月,-,未上場,10000000,-,3,64,-,-,-,結婚式のブーケを記念品として保存用に加工する会社,小売業界の会社,花屋業界の会社,小売業界の会社・教育業界,自社型eコマース業界の会社・その他スクール業界の会社,プリザーブドフラワー教室運営・プリザーブドフラワー販売・プリザーブドフラワー制作・造花ブーケ製造,BtoC,未計算,東京都世田谷区駒沢２丁目３番１３号,154-0012,東京都,世田谷区駒沢２丁目３番１３号,03-3410-8310,03-3410-8972,-,-
モーニングスター株式会社,もーにんぐすたー,朝倉智也,http://www.morningstar.co.jp/,-,9010401049949,1998年3月,"伊東俊秀[監査役(社外)],  壷阪一弘[監査役(社外)],  緑川好郎[監査役/常勤監査役],  ステファン・ビラー[取締役],  大鶴基成[取締役(社外)],  森澤正人[取締役/執行役員ゴメス・コンサルティング事業部長],  古庄聡[取締役/執行役員セールス&マーケティング部長],  佐原正之助[取締役/執行役員プロダクト開発本部長],  小川和久[取締役/執行役員管理部長],  北尾吉孝[取締役],  朝倉智也[代表取締役/執行役員社長], ",JASDAQ,2115620000,2827979000,1,64,-,-,3月,株価やファンドデータなどの投資に関連する情報提供やコンサルティングを手がける会社,IT業界の会社,Webサービス・アプリ運営業界の会社,人材業界の会社・コンサルティング業界の会社・マスコミ業界の会社・IT業界の会社,企業研修業界の会社・販売促進コンサルティング業界の会社・新聞業界の会社・資産運用コンサルティング業界の会社・個人向けセミナー業界・システム開発業界の会社,新聞発行・データ管理システム開発・株式情報サイト運営・金融情報提供・金融機関向けコンサルティング・新聞卸売・新聞販売・投資セミナー運営・投資コンサルティング・データ分析・新聞広告制作・金融情報サイト運営・投資信託運用,BtoB　BtoC,未計算,東京都港区六本木１丁目６番１号,106-0032,東京都,港区六本木１丁目６番１号,03-6229-0810,03-3589-7963,matar@morningstar.co.jp,-
株式会社エムアップ,えむあっぷ,美藤宏一郎,http://www.m-up.com,https://info.m-up.com/contact/business/form.php,3011001043835,2004年12月,"今村肇[取締役(監査等委員)],  織原新一[取締役(監査等委員)],  武田和豊[取締役(監査等委員)],  皇達也[取締役],  藤池季樹[取締役/管理担当兼総務経理部長],  美藤宏一郎[代表取締役], ",東証１部,253791000,6919000000,2,64,-,-,3月,「EXILE」など著名人のファンサイトを運営している会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,ファンサイト運営・コンサートグッズ企画,BtoC　BtoB,未計算,東京都渋谷区渋谷３丁目１２番１８号,150-0002,東京都,渋谷区渋谷３丁目１２番１８号,03-5467-7125,03-5467-7122,-,recruit@m-up.com
株式会社Ａｇｏｏｐ,あぐーぷ,柴山和久,https://www.agoop.co.jp/,https://www.agoop.co.jp/contact/,1010401094787,2009年4月,-,未上場,372000000,-,1,64,-,-,-,位置情報データの解析、情報提供をしている会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,データ管理・データ分析,BtoB,未計算,東京都港区東新橋２丁目１８番３号,105-0021,東京都,港区東新橋２丁目１８番３号,03-6682-9349,03-6679-1711,-,-
株式会社Ｊ－ＮＥＸＴ,じぇいねくすと,小松知宜,http://www.j-next21.jp/,-,5010002037497,2002年11月,-,未上場,3000000,-,1,63,-,-,-,リラクゼーションサロンやセラピスト育成スクールの運営および健康食品の輸入や販売などを行う会社,アパレル・美容業界の会社,美容サロン業界の会社,エンタメ業界の会社・教育業界・コンサルティング業界の会社・食品業界の会社・小売業界の会社,イベント業界の会社・資格取得・通信教育業界の会社・経営コンサルティング業界の会社・健康食品業界の会社・自社型eコマース業界の会社,健康食品輸入・健康食品販売・健康器具販売・健康食品輸出・リラクゼーションサロン運営,BtoB　BtoC,未計算,東京都目黒区祐天寺2-3-15　モントロービル2F,153-0052,東京都,目黒区祐天寺2-3-15　モントロービル2F,03-6303-2930,-,-,-
株式会社駅探,えきたん,中村太郎,http://ekitan.co.jp/index.html,http://ekitan.co.jp/inquiry/index.html,9010001092069,2003年1月,"岡田務[監査役],  髙尾広明[監査役],  小林康修[監査役(常勤)],  松木大輔[取締役],  杉本惠昭[取締役],  赤塚彰[取締役],  櫻井浩司[取締役/技術部門担当],  秦野元秀[取締役/管理部門担当],  大城敦之[常務取締役/事業部門担当],  中村太郎[代表取締役/社長], ",東証マザーズ,291000000,2810647000,1,63,-,-,3月,公共交通機関に関する情報コンテンツサービスの企画や開発、運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社・IT業界の会社・エンタメ業界の会社・広告業界の会社,コスト削減コンサルティング業界の会社・システム開発業界の会社・国内旅行業界の会社・システム受託開発業界の会社・インターネット広告代理店業界の会社,インバウンド事業・旅行ツアー企画・販売・検索システム開発・旅行業向けシステム開発・位置情報システム開発,BtoC　BtoB,未計算,東京都千代田区麹町５丁目４番地,102-0083,東京都,千代田区麹町５丁目４番地,03-6367-5950,03-6367-5941,-,-
株式会社アルファポリス,あるふぁぽりす,梶本雄介,https://www.alphapolis.co.jp/,https://www.alphapolis.co.jp/company/inquiry,3011001035097,2000年8月,-,東証マザーズ,863824400,4977585000,1,63,-,-,3月,小説・漫画などの投稿サイト「アルファポリス」の運営などを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,マスコミ業界の会社,書籍出版業界の会社,漫画配信サービス運営・書籍卸売・書籍制作・オンラインゲーム運営・電子書籍サイト運営,BtoC　BtoB,未計算,東京都渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー５Ｆ,150-0013,東京都,渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー５Ｆ,03-6277-1602,-,soumu@alphapolis.co.jp,-
株式会社パルコデジタルマーケティング,ぱるこでじたるまーけてぃんぐ,守永史朗,http://www.parco-digital.co.jp/,https://www.dpcity.com/forms/parco-digital/service/form.php,7011001036463,2000年4月,-,未上場,-,-,1,63,-,-,2月,Webサイト構築・運用やデジタルサイネージの導入支援などを行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,デジタルサイネージ制作・Webマーケティング支援・Webサイト運営代行・データ分析・ECサイト構築,BtoB,未計算,東京都渋谷区神泉町８番１６号,150-0045,東京都,渋谷区神泉町８番１６号,03-3477-8910,03-3477-8909,otoiawase@parco-digital.co.jp,-
株式会社オールアバウトライフマーケティング,おーるあばうとらいふまーけてぃんぐ,土門裕之,https://www.lifemarketing.co.jp/,-,9011001072762,2004年11月,-,未上場,55000000,6309000000,1,63,-,-,-,サンプリングのECサイト「サンプル百貨店」「ちょっプル」を運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,エンタメ業界の会社,イベント業界の会社,化粧品販売・通信販売・テレビ通販運営・ECサイト構築・ファッション通販サイト運営,BtoC,未計算,東京都渋谷区恵比寿１丁目２０番８号,150-0013,東京都,渋谷区恵比寿１丁目２０番８号,0570-091-310,03-3442-2121,-,-
株式会社サイゾー,さいぞー,揖斐憲,https://cyzo.co.jp/,https://cyzo.co.jp/contact/,3011001054155,2007年10月,-,未上場,22000000,-,1,62,-,-,-,月刊誌「サイゾー」の出版を行う会社,マスコミ業界の会社,電子書籍出版業界の会社,IT業界の会社・その他サービス業界の会社,Webサービス・アプリ運営業界の会社・デザイン業界の会社・デジタルコンテンツ業界の会社,電子書籍販売・電子書籍制作・動画配信サービス運営,BtoC　BtoB,未計算,東京都渋谷区道玄坂１丁目１９番２号スプラインビル3F,150-0043,東京都,渋谷区道玄坂１丁目１９番２号スプラインビル3F,-,-,-,-
ジャパンポートコンテンツ株式会社,じゃぱんぽーとこんてんつ,上口剛秀,https://www.japan-port.com/,https://www.japan-port.com/contact/,5011001042059,2004年3月,-,未上場,42000000,430000000,3,62,-,-,2月,通信事業者および家電メーカー向けにセールスプロモーションの提案を行う会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,イベント企画・イベント運営・Webマーケティング支援・マーケティング支援・プロモーション企画,BtoB,未計算,東京都渋谷区桜丘町１８番４号二宮ビル５Ｆ,150-0031,東京都,渋谷区桜丘町１８番４号二宮ビル５Ｆ,03-5784-4795,03-5784-4794,-,saiyo@japan-port.com
株式会社ローラデックス,ろーらでっくす,岩佐雅人,http://www.rolladex.co.jp/,http://rolladex.co.jp/contact/,3011001026526,1996年2月,-,未上場,10000000,-,1,62,-,12,2月,自社ブランドのアパレル店「ノンブルアンペール」などの運営を行う会社,小売業界の会社,レディースアパレルショップ業界の会社,アパレル・美容業界の会社・小売業界の会社,レディースアパレルメーカー業界の会社・自社型eコマース業界の会社,アパレル製品企画・開発,BtoC,未計算,東京都渋谷区恵比寿西２丁目１５番８号,150-0021,東京都,渋谷区恵比寿西２丁目１５番８号,03-6659-8808,03-3461-2101,n.kashiwa@rolladex.co.jp,-
株式会社ＳＫＩＹＡＫＩ,すきやき,宮瀬卓也,https://skiyaki.com,https://skiyaki.com/support/3131,1011001059701,2003年8月,-,東証マザーズ,554000000,3098801000,1,62,-,-,1月,音楽業界向けプラットフォームやスマートフォン決済サービスの開発および提供を行う会社,エンタメ業界の会社,イベント業界の会社,小売業界の会社・IT業界の会社,自社型eコマース業界の会社・クラウド・フィンテック業界の会社・Webサービス・アプリ運営業界の会社,イベント運営・グッズ制作・イベントチケット（コンサート・スポーツ・舞台等）販売・ファンサイト運営・イベント企画・電子決済サービス・グッズ販売・通信販売,BtoC　BtoB,未計算,東京都渋谷区道玄坂１丁目１４番６号,150-0043,東京都,渋谷区道玄坂１丁目１４番６号,03-5428-3507,-,support@skiyaki-corporate.zendesk.com,-
株式会社シー・エヌ・エス,しー・えぬ・えす,加藤渉,https://www.cnsinc.jp/,https://www.cnsinc.jp/contact/,2013201010293,2003年3月,-,未上場,10000000,-,2,61,-,-,-,映像制作やアプリ開発を行い、イベントやWebサイトのプロデュースを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,エンタメ業界の会社・IT業界の会社,映像・CM制作業界の会社・システム開発業界の会社,Webマーケティング支援・イベント企画・グラフィックデザイン・映像制作,BtoB,未計算,東京都目黒区上目黒２丁目９番３５号中目黒ＧＳ第２ビル１階,153-0051,東京都,目黒区上目黒２丁目９番３５号中目黒ＧＳ第２ビル１階,03-5768-3525,03-3794-0425,info@cnsinc.jp,-
株式会社ゴートウソフト,ごーとぅそふと,後藤督一,http://www.gotosoft.co.jp/,-,3040001039394,1990年8月,-,未上場,10000000,543000000,1,61,-,-,7月,javaを中心としたシステム開発やポータルメディア「@Nail」の運営を行う会社,IT業界の会社,システム受託開発業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,ポータルサイト運営,BtoC　BtoB,未計算,東京都千代田区外神田４丁目１４番１号,101-0021,東京都,千代田区外神田４丁目１４番１号,03-5296-9075,03-5207-5266,recruit2009@gotosoft.co.jp,-
ＲＩＤＥ　ＭＥＤＩＡ＆ＤＥＳＩＧＮ株式会社,らいど　めでぃああんどでざいん,酒井新悟,https://www.rmd.co.jp/,https://www.rmd.co.jp/contact/,7011101042824,2006年8月,-,未上場,30000000,-,1,61,-,1,-,Webサイト制作やデザインおよびSNS運営などを手掛ける会社,その他サービス業界の会社,Web制作業界の会社,外食業界の会社・IT業界の会社・その他サービス業界の会社・コンサルティング業界の会社,カフェ・喫茶店業界の会社・Webサービス・アプリ運営業界の会社・デザイン業界の会社・その他コンサルティング業界の会社・写真業界の会社,Webメディア運営・カタログ制作・ファッション通販サイト運営・写真撮影,BtoC　BtoB,未計算,東京都目黒区中目黒１丁目３番３号,153-0061,東京都,目黒区中目黒１丁目３番３号,03-6451-0341,03-6451-0342,info@rmd.co.jp,-
フランクアート株式会社,ふらんくあーと,井上幹郎,https://frankart.jp/,https://frankart.jp/contact,3010401066859,2007年1月,-,未上場,11500000,-,1,60,-,-,-,スマートフォン向けアプリ開発を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,その他サービス業界の会社,デザイン業界の会社,ネットワーク構築・グラフィックデザイン・サーバー運用,BtoB,未計算,東京都港区南麻布１丁目６番３６号南麻布Ａビル６階,106-0047,東京都,港区南麻布１丁目６番３６号南麻布Ａビル６階,03-5730-3421,-,-,-
インフォニア株式会社,いんふぉにあ,黒川隆司,https://www.infonear.co.jp/,https://www.infonear.co.jp/inquiry/,5010001092948,1999年9月,-,未上場,100000000,2652000000,2,60,-,-,3月,メディア・広告代理及びWebソリューションサービスを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,広告業界の会社,インターネット広告代理店業界の会社,アフィリエイト広告販売・ポイントサイト運営・ネットワーク構築,BtoB　BtoC,未計算,東京都中央区日本橋蛎殻町１丁目３９番５号,103-0014,東京都,中央区日本橋蛎殻町１丁目３９番５号,03-5614-0808,-,-,recruit@infonear.co.jp
株式会社スイミージャパン,すいみーじゃぱん,中本徹,http://www.swimee.co.jp/,-,5140001025969,2006年9月,-,未上場,10000000,-,1,60,-,4,-,ワインの製造や卸売および販売の他、ワインの提供を行うレストランを運営する会社,食品業界の会社,酒・ワイン業界の会社,小売業界の会社・外食業界の会社・コンサルティング業界の会社,自社型eコマース業界の会社・居酒屋・バー業界の会社・経営コンサルティング業界の会社・洋食・レストラン業界,ワイン販売・ビアレストラン運営・ワイン卸売・ワイン製造・ワイン輸入,BtoC　BtoB,未計算,東京都江東区古石場１丁目４－１０高畠ビル１Ｆ,135-0045,東京都,江東区古石場１丁目４－１０高畠ビル１Ｆ,03-5809-8058,03-5809-9566,-,-
アスタミューゼ株式会社,あすたみゅーぜ,永井歩,https://www.astamuse.co.jp/,https://www.astamuse.co.jp/contact/input,9010001119219,2005年9月,-,未上場,751238150,1038228000,1,60,-,-,12月,世界を対象とし、事業創出のコンサルティングやWebサービスを提供する会社,コンサルティング業界の会社,総合コンサルティング業界の会社,人材業界の会社・IT業界の会社,人材紹介業界の会社・Webサービス・アプリ運営業界の会社,技術者紹介・求人サイト運営・採用支援,BtoB　BtoC,未計算,東京都千代田区神田小川町３丁目９番２号 BIZCORE神保町４F,101-0052,東京都,千代田区神田小川町３丁目９番２号 BIZCORE神保町４F,-,-,inquiry@astamuse.co.jp,-
