[検索条件]従業員数：~5・5~10・10~20・20~50・50~300.連絡先の有無：お問い合わせページあり.業界：小売業界の会社・モール型eコマース業界の会社・自社型eコマース業界の会社.地域：東京都.愛知県.大阪府
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
今川製菓株式会社,いまがわせいか,今川幸昭,http://www.imagawa-seika.co.jp/,http://www.imagawa-seika.co.jp/form.html,1120001011727,1966年10月,-,未上場,12000000,-,1,30,-,1,-,豆菓子やナッツ、ドライフルーツなどを製造販売している会社,食品業界の会社,その他菓子業界の会社,小売業界の会社,自社型eコマース業界の会社,豆菓子製造・豆菓子販売・ドライフルーツ販売・ナッツ類（アーモンド・落花生等）販売・ドライフルーツ製造・ドライフルーツ卸売,BtoB　BtoC,未計算,大阪府大阪市東成区大今里西１丁目１３番１０号,537-0014,大阪府,大阪市東成区大今里西１丁目１３番１０号,06-6981-3567,06-6981-3761,-,-
株式会社テラジン,てらじん,藤村幸司,http://www.terajin.com,http://www.terajin.com/contact/index.html,3180301022672,1952年5月,-,未上場,10000000,-,1,30,-,-,-,海苔や干し椎茸などを中心に販売を行う会社,商社業界の会社,水産物食品専門商社業界の会社,商社業界の会社・生活用品業界の会社・小売業界の会社,農産物食品専門商社業界の会社・お土産・ギフト業界の会社・自社型eコマース業界の会社,豆類販売・海苔販売・乾物（鰹節、干し椎茸、乾燥野菜等）販売・そうめん販売・昆布卸売・乾物（鰹節、干し椎茸、乾燥野菜等）卸売・昆布販売・砂糖販売・餅販売,BtoC　BtoB,未計算,愛知県西尾市寺津町御屋敷４０番地,444-0324,愛知県,西尾市寺津町御屋敷４０番地,0563-59-1511,0563-59-6586,info@terajin.com,-
株式会社イノフィス,いのふぃす,古川尚史,https://innophys.jp/,https://musclesuit.co.jp/contact/,7011801028354,2013年12月,-,未上場,14110000,719000000,1,30,-,-,4月,「マッスルスーツ」など介護および産業用機器の開発製造ならびに販売を手掛ける会社,医療・福祉業界の会社,介護用品・家庭用医療機器業界の会社,小売業界の会社・機械業界の会社,モール型eコマース業界の会社・産業用ロボット・ファクトリーオートメーション製造業界の会社,福祉機器製造・福祉機器卸売・福祉機器販売,BtoB　BtoC,未計算,東京都新宿区神楽坂４丁目２番２号,162-0825,東京都,新宿区神楽坂４丁目２番２号,03-5225-1083,03-3260-3400,-,-
株式会社保土田,ほとだ,-,http://www.shop-hotoda.com/,https://www.shop-hotoda.com/contact/index.php,6011701011031,-,-,未上場,-,-,-,30,-,2,-,「フードセンターほとだ」「リカーショップほとだ」の運営を行う会社,小売業界の会社,スーパーマーケット業界の会社,生活用品業界の会社・小売業界の会社・食品業界の会社,日用品・雑貨販売業界の会社・自社型eコマース業界の会社・酒・ワイン業界の会社,酒類販売・日用品販売・酒類通販・日本酒販売,BtoC,未計算,東京都江戸川区東小松川２丁目２６番１２号,132-0033,東京都,江戸川区東小松川２丁目２６番１２号,-,03-3654-0245,info@shop-hotoda.com,-
株式会社クォーターバックカンパニー,くぉーたーばっくかんぱにー,和田聖子,http://www.qbc-shop.co.jp/index.html,http://www.qbc-shop.co.jp/contact.html,5120001078382,1994年11月,-,未上場,10000000,-,1,30,-,6,-,レディースカジュアルウエアの企画や生産および販売を手掛ける会社,アパレル・美容業界の会社,レディースアパレルメーカー業界の会社,商社業界の会社・小売業界の会社,繊維・アパレル専門商社業界の会社・モール型eコマース業界の会社,カジュアルウェア販売・ファッション雑貨卸売・ファッション雑貨販売・カジュアルウェア製造・アパレルOEM,BtoB　BtoC,未計算,大阪府大阪市中央区内本町１丁目２番１２号,540-0026,大阪府,大阪市中央区内本町１丁目２番１２号,06-6944-1314,06-6944-1316,info@qbc-shop.co.jp,-
株式会社肆矢花き卸売市場,よつやかきおろしうりしじょう,肆矢勉,http://yotsuyakaki.com/,http://yotsuyakaki.com/?page_id=19,9180001043352,1981年4月,-,未上場,10000000,-,1,30,-,15,-,花の卸売や販売の他、花屋の仕入れや集客に関するコンサルティングを手掛ける会社,小売業界の会社,花屋業界の会社,小売業界の会社・コンサルティング業界の会社,モール型eコマース業界の会社・Webマーケティング業界の会社・その他コンサルティング業界の会社,生花販売・プリザーブドフラワー販売・Webマーケティング支援,BtoC　BtoB,未計算,愛知県名古屋市中区松原２丁目７番８号,460-0017,愛知県,名古屋市中区松原２丁目７番８号,052-321-6633,052-321-6640,-,-
有限会社ＷＯＲＫＳ．,わーくす,松下章人,http://works.osaka.jp/,https://works.osaka.jp/contact/,4120102023197,2005年9月,-,未上場,3000000,-,1,30,-,-,-,様々なブランドの衣料品雑貨を販売する会社,小売業界の会社,メンズアパレルショップ業界の会社,小売業界の会社,レディースアパレルショップ業界の会社・モール型eコマース業界の会社,スーツ販売・ニット製品販売・靴販売,BtoC,未計算,大阪府岸和田市港緑町２－１,596-0014,大阪府,岸和田市港緑町２－１,072-439-6511,072-422-8011,shop@works.osaka.jp,-
東海テレビ事業株式会社,とうかいてれびじぎょう,高木卓司,https://tokai-tvj.co.jp/,https://tokai-tvj.co.jp/contact,8180001017539,1961年5月,-,未上場,20000000,-,1,30,-,-,-,イベントの企画やテレビショッピング番組の制作などを行う会社,エンタメ業界の会社,イベント業界の会社,エンタメ業界の会社・小売業界の会社,国内旅行業界の会社・モール型eコマース業界の会社,イベント企画・通信販売・テレビ通販運営・旅行ツアー企画・販売・イベントチケット（コンサート・スポーツ・舞台等）販売・イベント運営,BtoC　BtoB,未計算,愛知県名古屋市東区東桜１丁目１４番３号,461-0005,愛知県,名古屋市東区東桜１丁目１４番３号,052-951-7511,052-971-5948,-,-
株式会社ＣＲＯＷＮ,くらうん,野田豪,http://www.area-japan.co.jp/,http://www.area-japan.co.jp/contact/index.php,8010401089038,2005年10月,-,未上場,10000000,-,-,30,-,5,-,壁面収納の「A-FIX SYSTEM」など家具のデザインや販売を行う会社,建設・工事業界の会社,インテリアデザイン業界の会社,小売業界の会社,自社型eコマース業界の会社・家具販売業界の会社,インテリアコーディネート・家具設計・家具修理・インテリア雑貨販売・店舗デザイン・オフィス家具販売・家具企画・家具卸売,BtoC,未計算,東京都港区北青山２丁目１０番２８号リヘイビル１Ｆ,107-0061,東京都,港区北青山２丁目１０番２８号リヘイビル１Ｆ,03-3479-5553,03-3479-5554,info@area-japan.co.jp,-
株式会社チャンピオン,ちゃんぴおん,秋葉武夫,http://www.champion-hd.com/,http://www.champion-hd.com/joboffer/ask.html,7180001004653,1965年7月,-,未上場,30000000,-,-,30,-,4,-,「ハーレーダビッドソン」「ベスパ」の新車や中古車などの販売を行う会社,自動車・乗り物業界の会社,二輪車(自転車・バイク)業界の会社,小売業界の会社,モール型eコマース業界の会社,バイク用品販売・バイク部品販売・中古バイク販売・バイク販売,BtoC,未計算,愛知県名古屋市千種区香流橋２丁目３番１号,464-0002,愛知県,名古屋市千種区香流橋２丁目３番１号,052-777-6800,-,-,-
田中無線電機株式会社,たなかむせんでんき,小池一義,https://www.tanakamusen.com/,https://secure.shop-pro.jp/?mode=inq&shop_id=PA01266551,1010001022479,1965年7月,-,未上場,30000000,-,1,30,-,1,-,電子部品やコンピューター関連製品等の販売を行う会社,小売業界の会社,パソコン・スマホ周辺機器販売業界の会社,小売業界の会社,作業関連用品販売業界の会社・自社型eコマース業界の会社・その他小売業界の会社,機械工具・電動工具販売・センサー販売・防犯機器卸売・計測器販売・電源装置販売・スイッチ販売・配線器具（スイッチ・コンセント等）販売・電子部品加工装置販売・半導体販売・コンピューター部品販売・インターホン販売・防犯・セキュリティ機器販売・工具販売・LED製品販売,BtoC,未計算,東京都千代田区外神田３丁目１３番７号,101-0021,東京都,千代田区外神田３丁目１３番７号,03-3255-5757,03-3255-5759,info@tanakamusen.com,-
株式会社Ｌｉｆｅｉｔ,らいふいっと,植田伸司,https://www.lifeit.co.jp/,https://pro.form-mailer.jp/fms/6c4f47e618809,4011001059153,2001年7月,-,未上場,80000000,-,1,30,-,-,-,インターネットによる商品販売を行う会社,小売業界の会社,自社型eコマース業界の会社,未分類,未分類,ロゴデザイン・SEO対策・ファッション通販サイト運営・ECサイト構築・パンフレット制作,BtoC,未計算,東京都目黒区青葉台３丁目１０番１号ＶＯＲＴ青葉台ＩＩ４階,153-0042,東京都,目黒区青葉台３丁目１０番１号ＶＯＲＴ青葉台ＩＩ４階,03-6823-5900,03-6745-1155,-,-
株式会社アイビッグ,あいびっぐ,山田誠二,http://www.aibig.co.jp/,https://www.aibig.co.jp/contact/,2180001045280,1971年,-,未上場,18000000,-,3,30,-,-,-,ワイヤーロープの製造および販売を行う会社,機械業界の会社,建設機械製造業界の会社,小売業界の会社,自社型eコマース業界の会社・モール型eコマース業界の会社,ワイヤー製造・ワイヤーロープ製造・ワイヤー卸売・ワイヤーロープ販売,BtoB,未計算,愛知県清須市清洲１９３３番地,452-0942,愛知県,清須市清洲１９３３番地,052-409-5511,052-409-2035,-,-
株式会社ネオグラフィック,ねおぐらふぃっく,工藤正樹,http://www.neographic.jp/index.html,http://www.neographic.jp/contact/,4120001131142,2006年8月,-,未上場,30000000,-,1,30,-,-,-,様々なファッションブランドを展開するEコマース事業を行う会社,小売業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,モール型eコマース業界の会社,ファッション雑貨販売,BtoC,未計算,大阪府大阪市西区新町２丁目４番２号,550-0013,大阪府,大阪市西区新町２丁目４番２号,06-6556-6605,06-6536-3556,-,-
株式会社嶋和,しまわ,井戸博文,http://www.simawa.co.jp/p/index.html,http://www.simawa.co.jp/p/apply/index.html,5010801005480,-,-,未上場,25000000,-,1,30,-,-,-,野菜や果物の卸売やWeb卸売を行う会社,商社業界の会社,農産物食品専門商社業界の会社,小売業界の会社,モール型eコマース業界の会社,青果卸売・野菜卸売・果物卸売・豆類卸売・きのこ販売,BtoB,未計算,東京都大田区東海３丁目２番６号,143-0001,東京都,大田区東海３丁目２番６号,03-5492-4755,03-5492-4698,yorunoyaoyasan@simawa.co.jp,-
明和産業株式会社,めいわさんぎょう,岡野哲至,http://www.meiwa-sng.co.jp,http://www.meiwa-sng.co.jp/cgi-bin/contact/index.html,6010501014500,1968年10月,-,未上場,50000000,-,1,30,-,-,3月,アクセサリーなどのパーツや電子部品を製造・販売している会社,生活用品業界の会社,雑貨製造業界の会社,小売業界の会社・その他サービス業界の会社・機械業界の会社,モール型eコマース業界の会社・デザイン業界の会社・電子部品製造業界の会社,LED製品販売・POP制作・販促品（ノベルティ等）販売・電子部品販売・スマホ周辺機器・スマホアクセサリー製造・LED製品製造・販促品（ノベルティ等）製作・スマホ周辺機器・スマホアクセサリー販売,BtoB　BtoC,未計算,東京都台東区元浅草３丁目１３番１４号,111-0041,東京都,台東区元浅草３丁目１３番１４号,03-3843-7939,03-3843-8959,-,-
竹下乳業株式会社,たけしたにゅうぎょう,竹下浩一,http://www.takeshitanyuugyou.co.jp/,https://ssl.xaas.jp/m0069238/login/inquiryedit,8010501007626,1946年,-,未上場,-,-,2,30,-,-,-,乳製品を中心とした業務用食材の卸売を行う会社,商社業界の会社,その他食品専門商社業界の会社,小売業界の会社,自社型eコマース業界の会社,乳製品販売・乳製品卸売・冷凍食品販売・インスタント・レトルト食品卸売・インスタント・レトルト食品販売・業務用食品販売・缶詰食品販売・業務用冷凍食品販売・缶詰食品卸売・業務用食品卸売・冷凍食品卸売,BtoB,未計算,東京都台東区浅草５丁目８番１号,111-0032,東京都,台東区浅草５丁目８番１号,03-3875-7500,-,info@takeshitanyuugyou.co.jp,-
池田製粉株式会社,いけだせいふん,池田康一朗,http://www.ikeda-seifun.co.jp/index.html,https://www.ikeda-seifun.co.jp/form/toiawase_mail.php,2011601000542,1954年,-,未上場,10000000,-,3,30,-,-,-,「水車」「胴搗粉」など、そば粉の販売を行う会社,食品業界の会社,製粉・食用油製造業界の会社,小売業界の会社,自社型eコマース業界の会社,そば粉販売・そば粉製造,BtoB　BtoC,未計算,東京都練馬区豊玉上１丁目２５番５号,176-0011,東京都,練馬区豊玉上１丁目２５番５号,03-3994-0005,03-3994-0007,ikeda@ikeda-seifun.co.jp,-
キーコーヒーコミュニケーションズ株式会社,きーこーひーこみゅにけーしょんず,川股一雄,http://www.keycoffee-com.co.jp/,http://www.keycoffee-com.co.jp/form/contact.html,3010401007524,1971年8月,-,未上場,10000000,-,3,30,-,-,-,コーヒーや紅茶などの飲料および食品の販売を行う会社,商社業界の会社,その他食品専門商社業界の会社,小売業界の会社,自社型eコマース業界の会社,飲料販売・コーヒー飲料販売・ジャム販売・ドレッシング販売・紅茶販売・ギフト・贈答品販売,BtoC　BtoB,未計算,東京都港区西新橋２丁目３４番４号,105-0003,東京都,港区西新橋２丁目３４番４号,03-5400-3660,03-5400-3038,-,-
株式会社津川製作所,つがわせいさくしょ,津川礼至,http://www.tsugawa.co.jp,https://www.tsugawa.co.jp/contact/,6120001005864,1963年1月,-,未上場,10000000,-,-,30,1,-,-,モーターなどの電気制御油圧機構の製造と開発を行う会社,機械業界の会社,動力装置製造業界の会社,小売業界の会社,自社型eコマース業界の会社,モーター卸売・油圧制御機器製造・モーター製造・モーター販売,BtoC　BtoB,未計算,大阪府大阪市阿倍野区北畠２丁目８番４４号,545-0035,大阪府,大阪市阿倍野区北畠２丁目８番４４号,072-240-3623,06-6652-2732,info@tsugawa.co.jp,-
株式会社マッキントッシュジャパン,まっきんとっしゅじゃぱん,八木雄三,https://mackintosh.com/jp/woman,https://mackintosh.com/jp/contact-us,2010401081223,2009年4月,-,未上場,100000000,-,1,30,-,8,-,英国マッキントッシュ社製品の卸売及び小売を行う会社,アパレル・美容業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,自社型eコマース業界の会社・メンズアパレルショップ業界の会社,スーツ販売,BtoB　BtoC,未計算,東京都港区六本木１丁目８番７号,106-0032,東京都,港区六本木１丁目８番７号,03-3589-3104,-,customercare@mackintosh.com,-
株式会社松岡製菓,まつおかせいか,松岡清徳,http://www.mangetupon.co.jp/,http://www.mangetupon.co.jp/onlineshop/index.php?main_page=contact_us,4120001031672,1982年,-,未上場,15000000,250000000,1,30,-,-,-,ポンせんべい「満月ポン」を製造する会社,食品業界の会社,和菓子業界の会社,小売業界の会社,自社型eコマース業界の会社,米菓（せんべい・おかき等）販売・米菓（せんべい・おかき等）製造,BtoC,未計算,大阪府大阪市住之江区東加賀屋２丁目１３番２２号,559-0012,大阪府,大阪市住之江区東加賀屋２丁目１３番２２号,06-6681-0780,06-6681-5293,info@mangetupon.co.jp,-
株式会社商店建築社,しょうてんけんちくしゃ,村上桂,http://www.shotenkenchiku.com,https://www.shotenkenchiku.com/contact/,8011101009418,1965年12月,-,未上場,12000000,-,2,30,-,-,-,月刊「商店建築」と隔月刊「I'm home.」を発行する会社,マスコミ業界の会社,雑誌出版業界の会社,小売業界の会社,自社型eコマース業界の会社,雑誌編集・雑誌制作,BtoC　BtoB,未計算,東京都新宿区西新宿７丁目５番３号,160-0023,東京都,新宿区西新宿７丁目５番３号,03-3363-5770,03-3363-5792,info@shotenkenchiku.com,-
原ウール株式会社,はらうーる,水谷真也,http://www.harawool.com/index.html,https://harawool.shop/html/contact,7180001032316,1952年5月,-,未上場,30000000,1108000000,1,30,1,-,3月,手編糸などの販売を行う会社,商社業界の会社,繊維・アパレル専門商社業界の会社,生活用品業界の会社・小売業界の会社,日用品・雑貨販売業界の会社・自社型eコマース業界の会社,服飾資材・手芸用品製造・服飾資材・手芸用品卸売・服地販売・服飾資材・手芸用品販売,BtoC　BtoB,未計算,愛知県名古屋市中村区名駅５丁目１６番１７号,450-0002,愛知県,名古屋市中村区名駅５丁目１６番１７号,052-582-3701,052-581-0650,-,-
株式会社Ａｎｄｙ,あんでぃ,野田裕治,http://andy-creative.com/,http://andy-creative.com/contact/,3120001166008,1992年1月,-,未上場,10000000,-,1,30,-,-,-,ワンピースドレスのデザインや製造および販売などを行う会社,小売業界の会社,レディースアパレルショップ業界の会社,小売業界の会社・アパレル・美容業界の会社,自社型eコマース業界の会社・レディースアパレルメーカー業界の会社,ドレス製造・ドレス販売,BtoC　BtoB,未計算,大阪府大阪市中央区道頓堀１丁目東５番２１号－２Ｆ,542-0071,大阪府,大阪市中央区道頓堀１丁目東５番２１号－２Ｆ,06-6214-2019,06-6212-2068,info@andy-creative.com,kanaoka@andy-creative.com
ドリームワークス株式会社,どりーむわーくす,竹中章,https://www.dreamws.co.jp/,https://www.dreamws.co.jp/contact/forms/index/1,7011001069224,2006年3月,-,未上場,10000000,-,1,30,-,-,2月,アメリカのアパレルブランド商品の販売やアパレル商品のOEM生産を行う会社,アパレル・美容業界の会社,メンズアパレルメーカー業界の会社,小売業界の会社・アパレル・美容業界の会社,メンズアパレルショップ業界の会社・レディースアパレルメーカー業界の会社・レディースアパレルショップ業界の会社・自社型eコマース業界の会社,アパレルOEM・アパレル製品輸入,BtoC　BtoB,未計算,東京都渋谷区千駄ヶ谷１丁目２１番１１号グリーンハイツ千駄ヶ谷２階,151-0051,東京都,渋谷区千駄ヶ谷１丁目２１番１１号グリーンハイツ千駄ヶ谷２階,03-6447-2470,03-6447-2471,-,-
富士見商事株式会社,ふじみしょうじ,河内勉,http://www.fujimi.co.jp/index.html,http://www.fujimi.co.jp/connect.html,4010001126186,1947年,-,未上場,40000000,2000000000,2,30,-,-,-,AmazonやYahoo!ショッピング等で食品や日用品の販売を行う会社,商社業界の会社,その他食品専門商社業界の会社,生活用品業界の会社・小売業界の会社・商社業界の会社,日用品・雑貨販売業界の会社・モール型eコマース業界の会社・日用品・化粧品専門商社業界の会社,菓子卸売・菓子販売・玩具販売・玩具卸売・日用品販売・生活雑貨卸売,BtoC　BtoB,未計算,東京都千代田区平河町１丁目７番５号,102-0093,東京都,千代田区平河町１丁目７番５号,042-395-1319,042-394-1511,shimizu@fujimi.co.jp,-
株式会社ｋｉｃｈｉ,きち,山本美穂,http://www.ome-shouzai.com/,https://www.ome-shop.jp/contact/,7120001117915,2005年12月,-,未上場,-,-,1,30,-,-,-,まつげエクステ用品等の美容商材をサロン向けに販売する会社,小売業界の会社,その他小売業界の会社,小売業界の会社,モール型eコマース業界の会社,化粧品販売,BtoB,未計算,大阪府大阪市中央区西心斎橋１丁目９番１３号AH御堂清水町BLD3階,542-0086,大阪府,大阪市中央区西心斎橋１丁目９番１３号AH御堂清水町BLD3階,0120-965-583,06-6252-3774,info@ome-shouzai.com,-
株式会社クンテープ,くんてーぷ,川北昌紀,http://www.krungtep.co.jp,https://krungtep.sslserve.jp/form/inquiry.html,3120001096592,2000年8月,-,未上場,10000000,-,1,30,-,3,3月,タイ政府認定のタイ料理店「クンテープ」などの運営を行う会社,外食業界の会社,洋食・レストラン業界,コンサルティング業界の会社・小売業界の会社・商社業界の会社,飲食店コンサルティング業界の会社・自社型eコマース業界の会社・小売店舗・施設業界の会社・その他食品専門商社業界の会社,輸入食品販売・料理教室運営・エスニック料理店運営,BtoC　BtoB,未計算,大阪府大阪市中央区高津３丁目２番３０－１２０４号,542-0072,大阪府,大阪市中央区高津３丁目２番３０－１２０４号,06-4708-9223,06-4397-8885,kc@krungtep.co.jp,-
ジャパンエコシステム株式会社,じゃぱんえこしすてむ,村上隆,http://www.ido-hori.info/home.html,http://www.ido-hori.info/contact.html,3120001165570,2011年8月,-,未上場,8000000,-,2,30,-,-,-,井戸掘り事業やアウトドア用品などを販売する会社,建設・工事業界の会社,衛生設備工事業界の会社,小売業界の会社・建設・工事業界の会社,スポーツ用品販売業界の会社・その他土木工事業界の会社・モール型eコマース業界の会社,ポンプ販売・給排水設備工事・防災設備工事・アウトドア用品販売・ポンプ修理・インテリア雑貨販売・釣り具販売,BtoC,未計算,大阪府大阪市大正区三軒家東４丁目１４番１４号,551-0002,大阪府,大阪市大正区三軒家東４丁目１４番１４号,06-4394-3355,06-4394-3322,sokuhai@ido-hori.info,-
株式会社豆福,まめふく,福谷勝史,http://www.mamefuku.co.jp/,http://www.mamefuku.co.jp/contact/index.html,3180003003946,1950年10月,-,未上場,30000000,200000000,-,30,-,3,-,豆菓子の製造・販売店「豆福」を運営する会社,食品業界の会社,和菓子業界の会社,小売業界の会社,自社型eコマース業界の会社,豆菓子製造・豆菓子販売,BtoC,未計算,愛知県名古屋市西区新道２丁目１４番１０号,451-0043,愛知県,名古屋市西区新道２丁目１４番１０号,052-571-4057,052-571-4138,-,-
ソフィア総合研究所株式会社,そふぃあそうごうけんきゅうじょ,古木一行,https://sri.jp,https://sri.jp/contact/,8011101053853,2004年12月,-,未上場,49900000,-,1,30,-,-,-,ECサイトの構築や業務システムの受託開発などを行う会社,小売業界の会社,モール型eコマース業界の会社,IT業界の会社,システム受託開発業界の会社・ITインフラ業界の会社,ネットワーク構築・監視システム開発・システム導入支援・ECサイト構築・Webシステム開発,BtoB,未計算,東京都新宿区下宮比町２番２６号 KDX飯田橋ビル4階,162-0822,東京都,新宿区下宮比町２番２６号 KDX飯田橋ビル4階,03-6265-3338,03-6265-3570,-,-
株式会社カッズ,かっず,石原一浩,http://www.kazzu.jp/html/top.html,http://www.kazzu.jp/html/contact.html,8120001180672,2013年,-,未上場,8000000,-,1,30,-,-,-,オリジナルファッション雑貨の企画や制作、販売を行っている会社,アパレル・美容業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,モール型eコマース業界の会社・メンズアパレルショップ業界の会社,かばん・バッグ販売・かばん・バッグ製造・雑貨企画・ファッション雑貨販売・財布製造・財布販売・ファッション通販サイト運営・ファッション雑貨製造,BtoC,未計算,大阪府大阪市西区川口２丁目７番３５号,550-0021,大阪府,大阪市西区川口２丁目７番３５号,06-6586-5188,06-6586-5177,s.k-web@kazzu.jp,-
株式会社ＯＨＡＮＡｓｍｉｌｅ,おはなすまいる,酒造博明,http://www.ohanasmile.com/,http://www.ohanasmile.com/contact/,1013201015079,2008年9月,-,未上場,-,-,-,30,-,3,-,ヨガ関連事業を展開し、スタジオやwebサイト「東京ヨガウェア2.0」などを運営する会社,エンタメ業界の会社,ジム・フィットネスクラブ業界の会社,小売業界の会社・教育業界,スポーツ用品販売業界の会社・資格取得・通信教育業界の会社・自社型eコマース業界の会社,ヨガ教室運営・資格取得支援・スタジオレンタル,BtoC,未計算,東京都目黒区祐天寺２丁目９番４号虎ノ門ビル２Ｆ,153-0052,東京都,目黒区祐天寺２丁目９番４号虎ノ門ビル２Ｆ,03-3760-9129,03-5725-9700,info@ohanasmile.com,-
株式会社ボーダーライン,ぼーだーらいん,奥田和義,https://www.borderline.jp/,https://www.borderline.jp/inquiry/form,7122001008929,1995年3月,-,未上場,10000000,-,2,30,1,-,-,ネットショップのサポート事業やデータベースマーケティングを行う会社,小売業界の会社,自社型eコマース業界の会社,その他サービス業界の会社,調査・検査・研究業界の会社,電話代行・データ管理・Webサイト運営代行・データ分析,BtoB,未計算,大阪府大阪市北区梅田１丁目１１番４号　大阪駅前第４ビル１９階,530-0001,大阪府,大阪市北区梅田１丁目１１番４号　大阪駅前第４ビル１９階,06-6940-7841,06-6940-7842,y.kodama@borderline.jp,-
株式会社愛ケア,あいけあ,澁谷利行,https://www.aikea.jp/,https://www.aikea.jp/contents/category/contact/,2012701009234,2008年3月,-,未上場,10000000,-,2,30,-,-,-,移乗機「スマートパル」などの福祉用品のレンタルや販売を行う会社,建設・工事業界の会社,居住用リフォーム業界の会社,小売業界の会社・医療・福祉業界の会社・食品業界の会社,自社型eコマース業界の会社・介護用品・家庭用医療機器業界の会社・健康食品業界の会社,福祉用具レンタル・リース・通信販売・福祉用具販売・住宅リノベーション・福祉用品販売,BtoC,未計算,東京都清瀬市中里１丁目７４６番地,204-0003,東京都,清瀬市中里１丁目７４６番地,042-452-8735,042-452-8686,-,-
アールキューブ株式会社,あーるきゅーぶ,前田義行,http://www.r-cube.co.jp/,http://www.r-cube.co.jp/contact.html,1010802018535,2004年9月,-,未上場,10000000,390320000,1,30,-,1,-,中古パソコンショップ「アールガーデン」の運営を行う会社,小売業界の会社,古本・リサイクルショップ業界の会社,その他サービス業界の会社・小売業界の会社・運輸・物流業界の会社,その他清掃業界の会社・モール型eコマース業界の会社・その他サービス業界・重量物輸送業界の会社,特殊清掃・データ消去・中古パソコン販売・パソコン買取,BtoC　BtoB,未計算,東京都大田区西糀谷１丁目４番１２号,144-0034,東京都,大田区西糀谷１丁目４番１２号,03-5471-0825,03-5471-0826,ymc280@r-cube.co.jp,-
株式会社ＰＲＯＷＡＬＫ,ぷろうぉーく,佐藤元彦,http://www.prowalk.co.jp,http://www.prowalk.co.jp/contact,6013301031871,2012年3月,-,未上場,9900000,-,1,30,-,-,-,Webを中心にメディア運営やインターネット広告・アフィリエイト事業を展開する会社,広告業界の会社,インターネット広告代理店業界の会社,小売業界の会社,自社型eコマース業界の会社,アフィリエイト広告販売,BtoC　BtoB,未計算,東京都豊島区目白２丁目１６番１９号,171-0031,東京都,豊島区目白２丁目１６番１９号,03-6844-6848,03-6844-6849,-,-
クリケツト株式会社,くりけつと,藤本幹雄,http://cricket-online.jp/sv/,http://cricket-online.jp/sv/svm/contact/,7010701002824,1960年,-,未上場,50000000,-,1,30,-,22,-,雑貨や衣類の販売を行っている会社,小売業界の会社,雑貨販売業界の会社,小売業界の会社,メンズアパレルショップ業界の会社・レディースアパレルショップ業界の会社・自社型eコマース業界の会社,マフラー・ストール販売・アクセサリー販売・かばん・バッグ販売・ネクタイ販売,BtoC,未計算,東京都品川区大崎３丁目６番１７号,141-0032,東京都,品川区大崎３丁目６番１７号,03-3490-7821,03-3490-7891,contact@cricket-online.jp,kyuujin-madoguchi@cricket-jp.com
株式会社浅井企画,あさいきかく,浅井良一,http://asaikikaku.co.jp/,http://asaikikaku.co.jp/contact,9010701000446,1968年9月,-,未上場,10000000,-,1,30,-,-,-,タレントのマネジメントや育成を行う会社,エンタメ業界の会社,芸能プロダクション業界の会社,小売業界の会社・エンタメ業界の会社,自社型eコマース業界の会社・イベント業界の会社,イベント運営・演奏会・コンサート企画・イベント企画・コンサート運営・グッズ販売・タレントマネジメント・タレント養成,BtoC,未計算,東京都品川区東五反田５丁目２５番１６号ＨＦ五反田ビルディング６階,141-0022,東京都,品川区東五反田５丁目２５番１６号ＨＦ五反田ビルディング６階,03-3443-5751,03-3443-5709,-,-
株式会社アービング,あーびんぐ,荻野優,https://irving.co.jp/,https://irving.co.jp/contact/,7010001138484,1997年4月,-,未上場,10000000,1040000000,1,30,-,-,12月,「橋本マナミ」や「丘みどり」など俳優やタレント、アーティストが所属する芸能プロダクション会社,エンタメ業界の会社,芸能プロダクション業界の会社,広告業界の会社・小売業界の会社,広告代理店業界の会社・自社型eコマース業界の会社,キャラクター制作・イベント企画・タレント養成・イベント運営・アーティスト養成・タレントプロデュース,BtoC　BtoB,未計算,東京都千代田区内神田１丁目７番６号,101-0047,東京都,千代田区内神田１丁目７番６号,03-5259-6101,03-5259-6102,info@irving.co.jp,-
石川鋳造株式会社,いしかわちゅうぞう,石川鋼逸,http://www.ishikawa-chuzo.co.jp/index.html,http://www.ishikawa-chuzo.co.jp/contact/index.html,5180301015063,1950年1月,-,未上場,24000000,-,-,30,1,-,-,水道部品や鋳鉄ルツボなどの製造を手掛ける会社,製造業界の会社,金属部品製造業界の会社,小売業界の会社,自社型eコマース業界の会社,鋳造品製造・鋳造品卸売,BtoB　BtoC,未計算,愛知県碧南市中松町１丁目１２番地,447-0859,愛知県,碧南市中松町１丁目１２番地,0566-41-0661,0566-41-2580,ik-chu@japan-net.ne.jp,-
