[検索条件]売上高：300000000~1000000000・1000000000~5000000000・5000000000~30000000000.従業員数：50~300.設立年数：31~50・51~100・101~.業態：BtoB.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ブライセン,ぶらいせん,藤木優,http://www.brycen.co.jp,https://www.brycen.co.jp/contact/,6010701015653,1986年4月,-,未上場,263007500,3965090000,6,250,-,-,10月,光学デバイスシステムやクラウド型倉庫管理システム「COOOLa」等の開発を手掛ける会社,IT業界の会社,システム開発業界の会社,IT業界の会社,クラウド・フィンテック業界の会社,画像処理システム開発・監視システム開発・流通システム開発・データベース構築・クラウドサービス提供・医療用システム開発・在庫管理システム開発・業務システム運用支援,BtoB,未計算,東京都中央区明石町８番１号,104-6591,東京都,中央区明石町８番１号,03-6264-7221,03-6264-7230,-,recruit@brycen.co.jp
株式会社全労済システムズ,ぜんろうさいしすてむず,羽田秀司,http://www.zs-net.co.jp/index.html,-,5010101001998,1973年5月,-,未上場,90000000,5595390000,1,249,-,-,-,全労済グループ内のシステムの管理や構築を行う会社,IT業界の会社,ITインフラ業界の会社,未分類,未分類,ネットワーク構築・統合基幹業務システム開発・基幹業務システム運用,BtoB,未計算,東京都八王子市別所２丁目３９番地の１全労済情報センター,192-0363,東京都,八王子市別所２丁目３９番地の１全労済情報センター,042-678-3900,-,-,-
株式会社東京自働機械製作所,とうきょうじどうきかいせいさくしょ,山本治男,http://www.tam-tokyo.co.jp/,https://ssl.alpha-prm.jp/tam-tokyo.co.jp/ssl/contact/etc_index.php,7010001034205,1944年6月,"前田剛介[監査役],  山口秀夫[監査役],  小嶋甲子雄[常勤監査役],  中村洋一[取締役],  長友康夫[取締役],  佐藤康公[※取締役/海外事業担当兼国際部長],  垣内真[※取締役/総務・経理・特機・たばこ機械担当  ],  清水政彦[※取締役/製造担当兼CS部長],  山本治男[代表取締役社長], ",東証２部,954000000,11650035000,5,249,2,-,3月,包装用機械や生産ラインシステムの製造を行う会社,機械業界の会社,工作機械製造業界の会社,未分類,未分類,包装機械卸売・包装機械製造,BtoB,未計算,東京都千代田区岩本町３丁目１０番７号（東自機ビル）,101-0032,東京都,千代田区岩本町３丁目１０番７号（東自機ビル）,03-3866-7171,03-3866-7644,-,-
東光薬品工業株式会社,とうこうやくひんこうぎょう,小林洋一,http://www.medicine.co.jp,http://www.medicine.co.jp/toko/contact.php,8011801010303,1974年5月,-,未上場,80000000,5000000000,2,249,1,-,9月,医薬品や医薬部外品、化粧品の研究開発および製造を手掛ける会社,医療・福祉業界の会社,製薬業界の会社,アパレル・美容業界の会社,化粧品製造業界の会社,医療用消耗品・衛生材料（ガーゼ・マスク・サージカルテープ等）卸売・化粧品卸売・医薬部外品卸売・医薬部外品製造・医薬品製造・医療用消耗品・衛生材料（ガーゼ・マスク・サージカルテープ等）製造・医薬品卸売・化粧品開発・医薬品開発,BtoB,未計算,東京都足立区鹿浜1-9-14,123-0864,東京都,足立区鹿浜1-9-14,03-3896-7471,03-3853-1100,-,-
北区,でゅぷろ,坂本時雄,http://www.duplonet.co.jp/,http://www.duplonet.co.jp/contact/,8000020131172,1956年7月,-,未上場,285000000,11534000000,19,249,-,-,-,世界170ヶ国以上で取引実績がある印刷から製本までを一貫して取り扱う省力化機械メーカー,機械業界の会社,印刷機械製造業界の会社,未分類,未分類,製本機製造,BtoB,未計算,東京都北区王子本町１丁目１５番２２号,114-0022,東京都,北区王子本町１丁目１５番２２号,042-775-3600,042-775-3636,info@duplonet.co.jp,m-tagashira@duplo.co.jp
大木伸銅工業株式会社,おおきしんどうこうぎょう,大木宗治,http://www.ohkishindo.co.jp/,http://www.ohkishindo.co.jp/contact/,1011401001080,1942年10月,-,未上場,100000000,24700000000,3,249,1,-,-,銅製の棒や線および板などの製造を行う会社,製造業界の会社,金属製品製造業界の会社,不動産業界の会社,その他不動産業界,銅材卸売・伸銅品加工・鍛造製品製造・銅線製造・銅板卸売・銅材製造,BtoB,未計算,東京都板橋区徳丸３丁目１７番１６号,175-0083,東京都,板橋区徳丸３丁目１７番１６号,03-3933-1111,03-3935-6635,-,-
進和テック株式会社,しんわてっく,渡邊裕元,http://www.shinwatec.co.jp/,http://www.shinwatec.co.jp/contact/form/#about_products,6011101009766,1946年2月,-,未上場,300000000,15832240000,10,249,-,-,-,空調用エアフィルターや集塵機などの環境保全装置を主に取り扱う専門商社,商社業界の会社,工業用機械専門商社業界の会社,未分類,未分類,集塵機卸売・フィルター卸売,BtoB,未計算,東京都中野区本町１丁目３２番２号,164-0012,東京都,中野区本町１丁目３２番２号,03-5352-7200,03-5352-7230,-,recruitment@shinwatec.co.jp
株式会社ソフトウェアコントロール,そふとうぇあこんとろーる,今北雅弘,http://www.scnet.co.jp/,-,3010001048605,1978年4月,-,未上場,54000000,2169000000,2,249,-,-,1月,ネットワークシステム構築やITコンサルティングなどを行う会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,IT業界の会社,システム開発業界の会社・ITインフラ業界の会社,システム導入支援・システムコンサルティング・ネットワーク構築・ネットワークシステム開発・システムインテグレーション（SI）,BtoB,未計算,東京都中央区日本橋大伝馬町１２番２号　セイショウ日本橋ビル,103-0011,東京都,中央区日本橋大伝馬町１２番２号　セイショウ日本橋ビル,03-3669-8211,03-3669-8219,t-eigyou@scnet.co.jp,recruit@scnet.co.jp
株式会社エフ・クライミング,えふ・くらいみんぐ,比留間一彰,http://f-climbing.co.jp/,https://f-climbing.co.jp/#6thpage,8010801015808,1957年3月,-,未上場,10000000,6000000000,1,248,-,4,-,食品スーパー「ヒルマ マーケットプレイス」を運営する会社,小売業界の会社,スーパー業界の会社,不動産業界の会社,事業用物件・テナントビル賃貸業界の会社,ビル賃貸,BtoB　BtoC,未計算,東京都大田区大森北１丁目３０番５号,143-0016,東京都,大田区大森北１丁目３０番５号,03-3762-8880,03-5763-5250,-,-
株式会社協振技建,きょうしんぎけん,高橋健太郎,http://www.kyoshin.nkkg.co.jp/index.html,https://www.kyoshin.nkkg.co.jp/contact/foam,7010001002129,1963年11月,-,未上場,36000000,5242000000,16,248,-,-,3月,土地の測量やライフラインの設計などを行う会社,コンサルティング業界の会社,土木・建築コンサルティング業界の会社,広告業界の会社・IT業界の会社,紙媒体印刷業界の会社・システム開発業界の会社,データプリントサービス提供・データ分析・ポスター印刷・図面作成・測量・コピーサービス提供・配管設計・チラシ・フライヤー印刷・製本・土木設計・地理情報システム開発・名刺印刷・土木積算システム開発・CAD設計,BtoB,未計算,東京都文京区大塚３丁目１９番７号,112-0012,東京都,文京区大塚３丁目１９番７号,03-3942-3550,-,-,kanri@kyoshin.nkkg.co.jp
株式会社小堀製作所,こぼりせいさくしょ,南河達治,http://www.kobori-mfg.co.jp/,-,2010801004080,1953年12月,-,未上場,100000000,2900000000,1,248,2,-,-,カメラレンズなどの光学機器を製作している会社,機械業界の会社,光学機器・レンズ製造業界の会社,機械業界の会社,光学機器・レンズ製造業界の会社,レンズ製造・光学機器製造,BtoC　BtoB,未計算,東京都大田区矢口３丁目３４番１５号,146-0093,東京都,大田区矢口３丁目３４番１５号,03-3759-3361,03-3756-2583,honsha@kobori-mfg.co.jp,-
北三株式会社,ほくさん,尾山信一,https://www.hoxan.co.jp/,https://www.hoxan.co.jp/contact/form_mail/,8010601007798,1924年5月,-,未上場,100000000,5918290000,5,248,2,1,3月,チヂミ柄を再現した「リアルテック」など、ツキ板の製造および販売を行う会社,建設・工事業界の会社,木材系建材製造業界の会社,製造業界の会社,その他製造業界の会社,木材加工・木材販売,BtoB,未計算,東京都江東区新木場１丁目７番６号,136-0082,東京都,江東区新木場１丁目７番６号,03-3521-2111,03-3521-6644,-,-
システムクリエイト株式会社,しすてむくりえいと,中村仁志,https://www.systemcreate.co.jp/,-,5010501016308,1974年9月,-,未上場,45000000,2200000000,1,248,-,-,-,システムエンジニアを派遣している会社,人材業界の会社,製造業・技術系人材派遣業界の会社,IT業界の会社,システム受託開発業界の会社,エンジニア派遣・業務システム運用支援,BtoB,未計算,東京都台東区雷門２丁目２０番３号,111-0034,東京都,台東区雷門２丁目２０番３号,03-3843-6291,03-3843-6289,soumu@systemcreate.co.jp,saiyou@systemcreate.co.jp
株式会社日本エム・ディ・エム,にほんえむでぃえむ,大川正男,http://www.jmdm.co.jp/,http://www.jmdm.co.jp/contact,8011101016199,1973年5月,-,東証１部,3001920000,10162090000,10,246,1,-,3月,骨接合材料や人工関節など整形外科器具の輸入販売や製品開発を行っている会社,医療・福祉業界の会社,医療機器・実験機器メーカー業界の会社,商社業界の会社,医療機器・器具専門商社業界の会社,医療機器卸売・医療機器開発・医療機器製造・整形外科用インプラント（人工関節、人工骨等）製造・医療機器輸入・整形外科用インプラント（人工関節、人工骨等）卸売,BtoB,未計算,東京都新宿区市谷台町１２番２号,162-0066,東京都,新宿区市谷台町１２番２号,03-3341-6545,-,-,-
岡三情報システム株式会社,おかさんじょうほうしすてむ,江越誠,http://www.ois-okasan.co.jp/,-,4010001039330,1980年7月,-,未上場,470000000,9720000000,1,246,-,-,-,証券システムの受託開発を行う会社,IT業界の会社,システム受託開発業界の会社,IT業界の会社,システム開発業界の会社,証券業務向けシステム販売・証券業務向けシステム開発,BtoB,未計算,東京都台東区浅草橋１‐２２‐１６ ヒューリック浅草橋ビル,111-0053,東京都,台東区浅草橋１‐２２‐１６ ヒューリック浅草橋ビル,03-6385-8300,-,info_ois@ois.okasan.co.jp,saiyou_ois@ois.okasan.co.jp
川辺株式会社,かわべ,吉田久和,http://www.kawabe.co.jp/,https://www.kawabe.co.jp/form/,5011101004900,1942年11月,-,JASDAQ,1720500000,14943383000,5,245,-,-,3月,ハンカチやスカーフ、香水などの卸売を行う会社,アパレル・美容業界の会社,バッグ・アパレル雑貨製造業界の会社,生活用品業界の会社・小売業界の会社,日用品・雑貨販売業界の会社・化粧品販売業界の会社,ハンカチ販売・ハンカチ製造・マフラー・ストール卸売・香水卸売・かばん・バッグ製造・かばん・バッグ販売・マフラー・ストール製造・かばん・バッグ卸売・ライセンス販売・マフラー・ストール販売・化粧品輸入・香水販売・ハンカチ卸売,BtoB　BtoC,未計算,東京都新宿区四谷４丁目１６番３号,160-8403,東京都,新宿区四谷４丁目１６番３号,03-3352-7123,03-3352-2070,-,-
株式会社イチネンケミカルズ,いちねんけみかるず,黒田雄彦,http://www.ichinen-chem.co.jp/,https://www.ichinen-chem.co.jp/inquiry/,8010401016710,1953年3月,-,未上場,100000000,10886000000,32,244,3,-,-,イチネンHLD傘下の工業用ボイラー向け燃料添加剤など工業薬品の製造・販売を行っている会社,化学業界の会社,その他化学業界の会社,化学業界の会社,化学品・化学薬品製造業界の会社,燃料添加剤販売・化学品製造,BtoB,未計算,東京都港区芝浦４丁目２番８号,108-0023,東京都,港区芝浦４丁目２番８号,03-6414-5600,03-6414-5620,-,saiyou@ichinen.co.jp
株式会社しんきん情報システムセンター,しんきんじょうほうしすてむせんたー,服部順一,https://www.shinkin.co.jp/ssc/,https://www.shinkin.co.jp/ssc/cgi-bin/_contact/contact.cgi,4010001046302,1985年2月,-,未上場,4500000000,19376925000,3,244,-,-,3月,信用金庫の業務をサポートするシステムサービスの提供を行う会社,金融業界の会社,その他金融関連サービス業界の会社,未分類,未分類,データ通信サービス提供・金融情報提供,BtoC　BtoB,未計算,東京都中央区八重洲１丁目３番７号,103-0028,東京都,中央区八重洲１丁目３番７号,03-3245-1211,-,-,-
小泉機器工業株式会社,こいずみききこうぎょう,小泉勇人,http://www.koizumikiki.co.jp/,-,4010901003930,1946年3月,-,未上場,74290000,11400000000,21,244,-,-,10月,水廻りの住宅設備機器や上下水道整備用の産業資材を卸売する会社,商社業界の会社,その他専門商社業界の会社,未分類,未分類,住宅設備卸売・照明機器卸売,BtoB,未計算,東京都世田谷区松原１丁目５７番１２号,156-0043,東京都,世田谷区松原１丁目５７番１２号,03-3322-7221,03-3327-2890,info@koizumikiki.co.jp,saiyo-k01@koizumikiki.co.jp
アドバンスト・アプリケーション株式会社,あどばんすと・あぷりけーしょん,宮村忠良,-,-,8013401000865,1987年6月,-,未上場,319320000,3040000000,1,244,-,-,-,金融機関を対象としたソフトウェアを開発する会社,IT業界の会社,システム開発業界の会社,未分類,未分類,ネットワーク構築・金融機関向けシステム開発・ソフトウェア販売,BtoB,未計算,東京都中央区日本橋箱崎町１９番２１号,103-0015,東京都,中央区日本橋箱崎町１９番２１号,042-337-0000,-,-,-
株式会社クリエイティブオリコム,くりえいてぃぶおりこむ,大塚尚司,http://www.oricom.co.jp/index.html,https://www.oricom.co.jp/contact/index.php?category=9,4010401076428,1932年11月,-,未上場,165000000,26300000000,5,244,-,-,-,新聞広告や交通広告などの企画・制作をしている会社,広告業界の会社,広告代理店業界の会社,未分類,未分類,新聞広告制作・ラジオCM制作・交通広告制作・雑誌広告制作・屋外広告制作・テレビCM制作,BtoB,未計算,東京都港区新橋１丁目１１番７号,105-0004,東京都,港区新橋１丁目１１番７号,03-6733-2000,-,-,recruit@oricom.co.jp
橋本産業株式会社,はしもとさんぎょう,橋本浩一,http://www.hashitatsu.co.jp/,https://ssl.alpha-mail.ne.jp/hashitatsu.co.jp/contact/,9010001026316,1947年3月,-,未上場,200000000,16700000000,15,244,1,-,3月,強制排水ポンプ「即排君Ⅱ」などの環境保全機器の製造や販売を行う会社,機械業界の会社,ポンプ製造業界の会社,未分類,未分類,ゴム加工・濾過装置製造・濾過装置販売・住宅設備販売,BtoC　BtoB,未計算,東京都千代田区神田紺屋町３４番地,101-0035,東京都,千代田区神田紺屋町３４番地,03-3257-7000,03-3257-7009,mori@hashitatsu.co.jp,-
北海道糖業株式会社,ほっかいどうとうぎょう,嶋田一郎,http://www.hokutou.co.jp,http://www.hokutou.co.jp/contact/,2010001028979,1968年2月,-,未上場,1600000000,22608000000,3,243,5,-,9月,ビート糖の生産および卸売のほか、酵素を利用した機能性食品の受託製造などを行う会社,食品業界の会社,調味料製造業界の会社,未分類,未分類,砂糖販売・業務用食品製造・砂糖製造,BtoB　BtoC,未計算,東京都千代田区神田神保町２丁目１番地,101-0051,東京都,千代田区神田神保町２丁目１番地,03-3265-7131,-,-,-
株式会社ＮＪＳ・Ｅ＆Ｍ,えぬじぇーえす・いーあんどえむ,田中亮,https://www.njs.co.jp/em/,https://www.njs.co.jp/em/mailform.html,8011101027320,1974年8月,-,未上場,100000000,603000000,13,243,-,-,12月,上下水道サービスの業務を受託する会社,人材業界の会社,事務処理代行業界の会社,IT業界の会社,システム受託開発業界の会社,収納代行・代金回収・顧客管理システム開発・遠隔監視システム開発・集金代行・水道保守・メンテナンス・請求管理サービス開発,BtoB,未計算,東京都港区芝浦１丁目１番１号,105-0023,東京都,港区芝浦１丁目１番１号,03-6324-4350,03-6324-4351,kanri@em.njs.co.jp,masao_takayanagi@em.njs.co.jp
エイチ・シー・ネットワークス株式会社,えいち・しー・ねっとわーくす,大江愼一,http://www.hcnet.co.jp/,https://www.hcnet.co.jp/form/inquiry.html,4010001115346,1981年7月,-,未上場,320000000,11600000000,5,243,-,-,-,情報ネットワークシステムの設計や構築および保守などを手掛ける会社,通信機器業界の会社,パソコン・スマホ周辺機器製造業界の会社,IT業界の会社,クラウド・フィンテック業界の会社,セキュリティシステム開発・セキュリティソフト販売・セキュリティソフト開発・クラウドサービス提供・クラウド開発・ネットワーク構築・ネットワークシステム開発・防犯・セキュリティ機器販売・防犯設備工事,BtoB,未計算,東京都台東区浅草橋１丁目２２番１６号,111-0053,東京都,台東区浅草橋１丁目２２番１６号,03-5822-0603,03-5822-0566,-,-
ＪＦＥコムサービス株式会社,じぇーえふいーこむさーびす,國安誠,http://www.jfe-comservice.co.jp/,https://www.jfe-comservice.co.jp/contact/,7010501002405,1986年10月,-,未上場,200000000,6612000000,7,243,-,-,3月,緊急地震速報サービス「MJ@lert」などの情報関連システムの開発・販売を行う会社,IT業界の会社,ITインフラ業界の会社,IT業界の会社,システム開発業界の会社,ネットワークシステム開発・統合基幹業務システム開発・ネットワーク構築・防災システム開発・生産管理システム開発・販売管理システム開発,BtoB,未計算,東京都台東区蔵前２丁目１７番４号,111-0051,東京都,台東区蔵前２丁目１７番４号,03-5823-5041,03-5823-5048,-,-
株式会社ヤマタネロジワークス,やまたねろじわーくす,長谷川洋,https://www.yamatane.co.jp/ywrks/,-,3010601027719,1974年2月,-,未上場,26000000,2300000000,17,242,-,-,-,商品を管理する倉庫荷役業務を行う会社,運輸・物流業界の会社,倉庫運営業界の会社,未分類,未分類,品質検査・在庫管理・流通加工,BtoB,未計算,東京都江東区越中島１丁目２番２１号,135-0044,東京都,江東区越中島１丁目２番２１号,03-3820-1135,-,-,-
オンワード商事株式会社,おんわーどしょうじ,田村保治,https://www.onward-shoji.co.jp/,https://www.onward-shoji.co.jp/cgibin/inquiry/recruit/input,8010601042176,1962年4月,-,未上場,410000000,15807000000,7,242,-,-,2月,企業や学校のユニフォーム制作およびセールスプロモーションを行う会社,商社業界の会社,繊維・アパレル専門商社業界の会社,生活用品業界の会社・アパレル・美容業界の会社,美術品・伝統工芸品業界の会社・制服・作業服製造業界の会社・レディースアパレルメーカー業界の会社,食器製造・食器販売・グッズ制作・プロモーション企画・雑貨企画・白衣製造・グッズ販売・白衣販売・制服製造・制服販売・展示会企画,BtoB,未計算,東京都千代田区飯田橋２丁目１０番１０号,102-0072,東京都,千代田区飯田橋２丁目１０番１０号,03-5226-1333,-,-,-
大平洋特殊鋳造株式会社,たいへいようとくしゅちゅうぞう,井口哲一,http://www.psc-cast.com/,http://www.psc-cast.com/contact/,2010001021802,1984年7月,-,未上場,490000000,4650000000,1,242,1,-,-,各種発電部品やポンプ部品などの鋳鋼品を製造販売する会社,製造業界の会社,鉄鋼製造業界の会社,製造業界の会社,金属加工請負業界の会社・パイプ・バルブ製造業界の会社,穴あけ加工・ポンプ部品製造・プラント設備製造・バルブ製造・継手製造・鋳造品製造・コンプレッサー製造・産業機械部品製造・産業機械部品卸売,BtoB,未計算,東京都千代田区丸の内１丁目４番１号,100-0005,東京都,千代田区丸の内１丁目４番１号,03-4243-1257,03-4243-1259,info@psc-cast.co.jp,-
日本防蝕工業株式会社,にほんぼうしょくこうぎょう,岩﨑順三,http://www.nitibo.co.jp,http://www.nitibo.co.jp/question,1010801009056,1947年9月,-,未上場,244200000,7967550000,14,241,3,-,9月,防食工事や腐食診断などを行う会社,建設・工事業界の会社,その他土木工事業界の会社,建設・工事業界の会社,プラント設備工事業界の会社,橋梁工事・船舶保守・メンテナンス・防食工事,BtoB,未計算,東京都大田区南蒲田１丁目２１番１２号,144-0035,東京都,大田区南蒲田１丁目２１番１２号,03-3737-8400,03-3737-8479,somu@nitibo.co.jp,-
株式会社ファイナンシャルブレインシステムズ,ふぁいなんしゃるぶれいんしすてむす,梅澤惠二,http://www.fbsc.co.jp/index.html,-,7010401043227,1982年9月,-,未上場,410000000,5195000000,1,241,-,-,3月,金融機関向け基幹システムを開発する会社,IT業界の会社,システム受託開発業界の会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,金融機関向けシステム開発・セキュリティコンサルティング・受注システム開発・顧客管理システム開発・資産運用管理システム開発,BtoB,未計算,東京都港区西新橋１丁目２番９号,105-0003,東京都,港区西新橋１丁目２番９号,03-3507-1320,03-3507-1330,-,jinji@fbsc.co.jp
ヤーマン株式会社,やーまん,山﨑貴三代,http://www.ya-man.com/,https://corporate.ya-man.com/company-info/formlists/,5010601020184,1978年5月,"亀岡義一[監査役],  山田勝利[監査役],  岩﨑榮治[常勤監査役],  石田和男[取締役],  繁野径子[取締役],  戸田正太[取締役/第二健康機器事業部長],  宮﨑昌也[取締役/管理本部長],  山﨑岩男[取締役/開発本部長],  伊藤千保美[取締役副社長/営業本部長],  山﨑貴三代[代表取締役社長], ",東証１部,1813000000,26407220000,2,241,-,8,4月,家庭用美容健康機器や化粧品の製造・販売を行う会社,医療・福祉業界の会社,介護用品・家庭用医療機器業界の会社,商社業界の会社・アパレル・美容業界の会社・生活用品業界の会社,雑貨専門商社の会社・日用品・化粧品専門商社業界の会社・化粧品製造業界の会社・日用品・雑貨販売業界の会社,健康食品製造・美容機器・美容器具製造・美容機器・美容器具販売・健康食品販売・理美容器具製造,BtoC　BtoB,未計算,東京都江東区古石場１丁目４番４号,135-0045,東京都,江東区古石場１丁目４番４号,03-5665-7330,03-3640-3241,-,jinji2019@ya-man.com
株式会社有明,ありあけ,-,http://nts-ariake.co.jp/,-,2010901000780,1972年4月,-,未上場,13250000,1866816000,8,240,-,-,-,ガス給湯器の修理および設置工事を行う会社,建設・工事業界の会社,衛生設備工事業界の会社,未分類,未分類,機械保守・メンテナンス・給湯設備工事,BtoB　BtoC,未計算,東京都世田谷区尾山台１丁目２番２４号,158-0086,東京都,世田谷区尾山台１丁目２番２４号,03-3704-1101,03-3704-1781,-,-
株式会社栃木屋,とちぎや,栃木一夫,https://tochigiya.jp/,https://tochigiya.jp/inquiry/catalogue/index.php,3010001024878,1949年4月,-,未上場,50000000,6400000000,12,240,-,-,-,機構部品の製造・販売を行う会社,機械業界の会社,その他機械製造業界の会社,小売業界の会社,自社型eコマース業界の会社,パッキン製造・キャスター販売・パッキン販売・蝶番販売・蝶番製造・キャスター製造,BtoB,未計算,東京都千代田区内神田２丁目１１番１号,101-0047,東京都,千代田区内神田２丁目１１番１号,03-3254-2041,03-3251-1435,eigyo@tochigiya.co.jp,saiyo@tochigiya.co.jp
高津伝動精機株式会社,たかつでんどうせいき,高津正,http://www.takatsu.co.jp/,https://www.takatsu.co.jp/inquiry,8010801006939,1956年3月,-,未上場,450000000,25400000000,19,240,-,-,3月,モータやギヤモータなど駆動機器の設備機器部品を供給する会社,機械業界の会社,精密機器製造業界の会社,未分類,未分類,油圧機器販売・油圧機器部品製造・制御機器販売・チェーン販売・制御機器製造・チェーン製造・モーター販売・モーター製造・歯車製造,BtoB,未計算,東京都大田区東蒲田１丁目２番２号,144-0031,東京都,大田区東蒲田１丁目２番２号,03-3734-3131,03-3731-3449,tokyo2g@takatsu.co.jp,jinji@takatsu.co.jp
東急技術センター株式会社,とうきゅうぎじゅつせんたー,齊藤正俊,https://www.tokyu-tec.jp/,-,5013201001595,1971年3月,-,未上場,50000000,3500000000,3,240,-,-,3月,商業ビルの電機設備管理や修理・施工などを行う会社,建設・工事業界の会社,産業用電気設備工事業界の会社,建設・工事業界の会社,空調設備工事業界の会社,電気設備保守・メンテナンス・変電設備工事・施工管理,BtoB,未計算,東京都目黒区青葉台３丁目１７番１３号,153-0042,東京都,目黒区青葉台３丁目１７番１３号,03-5457-3151,03-5457-0682,-,saiyo@tokyu-tec.co.jp
株式会社ＪＣＭ,じぇいしーえむ,塚越剛,http://www.jcmnet.co.jp/,-,5010001019463,1984年6月,-,未上場,300000000,14100000000,10,240,-,-,3月,法人などから買い取った自動車をオークション販売する会社,小売業界の会社,中古車販売業界の会社,未分類,未分類,中古車販売情報サイト運営,BtoC　BtoB,未計算,東京都千代田区神田錦町３丁目１３番地,101-0054,東京都,千代田区神田錦町３丁目１３番地,03-3219-1155,03-3219-1320,-,-
株式会社日本マンパワー,にっぽんまんぱわー,加藤智明,http://www.nipponmanpower.co.jp/,https://www.nipponmanpower.co.jp/inquiry/web/,5010001088731,1967年9月,-,未上場,100000000,3100000000,9,240,-,-,12月,企業向け研修やキャリアコンサルタント養成講座の運営を行う会社,人材業界の会社,企業研修業界の会社,教育業界・コンサルティング業界の会社,資格取得・通信教育業界の会社・組織・人事コンサルティング業界,人事制度コンサルティング・就職支援・資格取得支援・企業内社員研修代行・通信教育・キャリアコンサルティング,BtoC　BtoB,未計算,東京都千代田区神田東松下町４７番１号,101-0042,東京都,千代田区神田東松下町４７番１号,03-5294-5011,03-5294-5015,-,jinji@nmp-g.jp
京極運輸商事株式会社,きょうごくうんゆしょうじ,玉川寿,http://www.kyogoku.co.jp/,-,6010001040914,1947年5月,-,JASDAQ,160000000,6169463000,9,240,5,-,3月,貨物輸送やドラム缶の製造販売、倉庫業などを行う会社,運輸・物流業界の会社,重量物輸送業界の会社,運輸・物流業界の会社・人材業界の会社・その他サービス業界の会社,一般貨物輸送業界の会社・倉庫運営業界の会社・事務処理代行業界の会社・港湾作業業界の会社・その他レンタル・リース業界の会社,化学品輸送・食品輸送・港湾運送・管工事・通関業務・トラック運送・石油輸送・ドラム缶卸売・缶販売・危険物輸送・コンテナ卸売・高圧ガス輸送,BtoB,未計算,東京都中央区日本橋浜町１丁目２番１号,103-0007,東京都,中央区日本橋浜町１丁目２番１号,03-5825-7131,03-5825-7169,-,saiyou@kyogoku.co.jp
株式会社光和,こうわ,小泉俊哉,https://www.kowanet.co.jp/,https://www.kowanet.co.jp/inquiry/form.php?type=6,7010601025355,1959年1月,-,未上場,85000000,7700000000,2,240,-,-,12月,AVシステムの導入および映像・音響機器の販売やレンタルを行っている会社,電気製品業界の会社,音響・映像機器業界の会社,その他サービス業界の会社,その他レンタル・リース業界の会社,スクリーン販売・音響機器レンタル・リース・カメラ販売・プロジェクター販売・映像機器レンタル・リース・映像機器販売・AV機器販売・液晶ディスプレイ・モニター販売・音響システム構築・オーディオ機器販売,BtoB,未計算,東京都江東区辰巳１丁目５番２５号,135-0053,東京都,江東区辰巳１丁目５番２５号,03-3522-2040,03-3522-2181,-,contact_kowa@kowanet.co.jp
株式会社イクタツ,いくたつ,榎本隆治,http://www.ikutatsu.co.jp/,http://www.ikutatsu.co.jp/inquiry/,6011701000463,1952年12月,-,未上場,100000000,10170000000,1,240,2,-,3月,米穀類の卸売や米飯食品の製造を行う会社,小売業界の会社,食品店業界の会社,未分類,未分類,米卸売・酒類卸売・小麦粉卸売,BtoB,未計算,東京都江戸川区松江３丁目１６番６号,132-0025,東京都,江戸川区松江３丁目１６番６号,03-3651-5040,03-5607-1919,m_gen@ikutatsu.co.jp,-
櫻井工業株式会社,さくらいこうぎょう,菊地恒雄,https://www.skk-gr.co.jp/,-,5010601002934,1944年7月,-,未上場,100000000,18900000000,8,240,-,-,-,ビル及びマンションなどを建設する会社,建設・工事業界の会社,ビル建設業界の会社,建設・工事業界の会社,大型商業施設・公共施設建設業界の会社,換気設備工事・厨房設備工事・消防設備工事・給排水設備保守・メンテナンス・公共施設建設・プラント工事,BtoB,未計算,東京都江東区深川２丁目８番１９号,135-0033,東京都,江東区深川２丁目８番１９号,03-3641-9121,03-3642-3881,postmaster@skk-gr.co.jp,saiyou@skk-gr.co.jp
アース電機株式会社,あーすでんき,小泉卓弥,http://www.earth-co.com/,https://ssl.earthtech-co.com/form/inquiry-co.html,9010801000172,1974年12月,-,未上場,13200000,4700000000,5,240,1,1,4月,輸入外国車の点検・整備を請け負っている会社,自動車・乗り物業界の会社,自動車整備業界の会社,未分類,未分類,車検・車検代行・自動車修理,BtoC　BtoB,未計算,東京都大田区多摩川２丁目９番１７号,146-0095,東京都,大田区多摩川２丁目９番１７号,03-3758-7246,03-3758-7820,-,-
