[検索条件]連絡先の有無：お問い合わせページあり.業界：小売業界の会社・自社型eコマース業界の会社・モール型eコマース業界の会社.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
ファイブクリエイツリミテッド株式会社,ふぁいぶくりえいつりみてっど,谷口一平,https://www.rakuten.co.jp/laleia-p-life/info.html,https://cart6.shopserve.jp/-/laleia.net/FORM/contact.cgi?_ga=2.135400817.1901022696.1539567620-1725920525.1539567620,5180001056300,2013年8月,-,未上場,500000000,-,1,20,-,-,-,婦人服や子供服および服飾雑貨の販売を行う会社,小売業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,雑貨販売業界の会社・モール型eコマース業界の会社・キッズアパレルショップ業界の会社・輸入雑貨販売業界の会社,インテリア雑貨販売・キッチン用品販売・雑貨輸入・子供服販売,BtoC,未計算,東京都渋谷区千駄ヶ谷３丁目５４－４ＭＴ原宿ビルＢ１Ｆ,151-0051,東京都,渋谷区千駄ヶ谷３丁目５４－４ＭＴ原宿ビルＢ１Ｆ,03-6804-6947,03-6804-6948,support@laleia.net,-
有限会社藤豊工業所,ふじとよこうぎょうしょ,藤城隆一,https://fujitoyo.co.jp/,https://pro.form-mailer.jp/fms/e606c4e2129273,7010602014506,1960年12月,-,未上場,3000000,-,-,20,1,-,-,爬虫類の皮革製品の製造および販売を行う会社,製造業界の会社,皮革製造業界の会社,小売業界の会社,自社型eコマース業界の会社・その他アパレルショップ業界の会社,皮革製品販売・通信販売・皮革加工・財布販売・財布製造・皮革製品製造・染色加工,BtoB　BtoC,未計算,東京都墨田区東墨田３丁目１７番１３号,131-0042,東京都,墨田区東墨田３丁目１７番１３号,03-3618-2414,03-3618-2415,-,-
センゲージラーニング株式会社,せんげーじらーにんぐ,松村達生,http://cengage.jp/,http://cengage.jp/contact/,8010001106993,2007年2月,-,未上場,365000000,-,1,20,-,-,-,大学向けにデータベースや専門書の販売を行う会社,教育業界,教材業界の会社,小売業界の会社,自社型eコマース業界の会社,教材卸売・書籍販売・書籍卸売・データベース販売・洋書販売,BtoB　BtoC,未計算,東京都千代田区九段北１丁目１１番１１号第２フナトビル５階,102-0073,東京都,千代田区九段北１丁目１１番１１号第２フナトビル５階,03-3511-4390,03-3511-4391,Asia.infojapan@cengage.com,-
株式会社ｂｕｍｐ,ばんぷ,森重麻美,http://bumpmami.wixsite.com/bump,http://bumpmami.wixsite.com/contact,3013301030827,2011年7月,-,未上場,100000,-,1,20,-,-,-,国産フルーツの販売や宅配サービスなどを行う会社,小売業界の会社,食品店業界の会社,人材業界の会社・外食業界の会社・小売業界の会社,個人向けセミナー業界・中食（デリバリー）業界の会社・その他外食業界の会社・自社型eコマース業界の会社,イベント企画・セミナー企画・果物販売・果物卸売・イベント運営・食材宅配,BtoB　BtoC,未計算,東京都豊島区池袋２丁目６２番１０号武蔵屋第三ビル,171-0014,東京都,豊島区池袋２丁目６２番１０号武蔵屋第三ビル,03-5928-5333,03-5928-5334,bumpmami@e-mail.jp,-
株式会社フロムフォティ,ふろむふぉてぃ,石塚和生,https://www.dueitalian.jp/,https://www.dueitalian.jp/,6010001124015,-,-,未上場,10000000,-,-,20,-,5,-,「黄金の塩らぁ麺 ドゥエ イタリアン」の運営を行う会社,外食業界の会社,中華料理・ラーメン業界の会社,小売業界の会社,モール型eコマース業界の会社,ラーメン店運営・生麺製造,BtoC,未計算,東京都千代田区九段南４丁目５番１１号,102-0074,東京都,千代田区九段南４丁目５番１１号,03-3221-6970,03-3221-6970,info@dueitalian.jp,-
プリンタス株式会社,ぷりんたす,上野洋一,https://www.komamono-honpo.com/,https://www.komamono-honpo.com/form.php?title=%A4%B3%A4%DE%A4%E2%A4%CE%CB%DC%CA%DE%20%CB%DC%C5%B9,9010101008899,1989年11月,-,未上場,10000000,-,1,20,1,-,-,「こまもの本舗」を運営する会社,生活用品業界の会社,文房具業界の会社,IT業界の会社・小売業界の会社・通信機器業界の会社・広告業界の会社,ITインフラ業界の会社・モール型eコマース業界の会社・パソコン・スマホ周辺機器製造業界の会社・パソコン・スマホ周辺機器販売業界の会社・その他印刷業界の会社・システム受託開発業界の会社・自社型eコマース業界の会社,販促品（ノベルティ等）販売・文房具販売・ネットワーク構築・旗・幕販売・インク販売・サーバー運用・旗・幕製造,BtoC　BtoB,未計算,東京都八王子市大和田町６丁目１０番４号,192-0045,東京都,八王子市大和田町６丁目１０番４号,042-645-5908,-,info@komamono-honpo.jp,-
株式会社増田屋,ますだや,増田剛,https://www.masudaya.co.jp/,https://www.masudaya.co.jp/contact.html,9010801011095,1946年5月,-,未上場,20000000,-,1,20,-,-,-,備長炭やくぬぎ炭など炭を専門に取り扱う商社,エネルギー業界の会社,ガス・燃料製品と原料採掘の会社,小売業界の会社,自社型eコマース業界の会社・その他小売業界の会社,木炭（備長炭）販売・木炭（備長炭）卸売・ギフト・贈答品販売・灯油販売,BtoC　BtoB,未計算,東京都大田区南久が原２丁目５番３号,146-0084,東京都,大田区南久が原２丁目５番３号,03-3755-3181,03-3755-1989,-,-
株式会社パナマボーイ,ぱなまぼーい,北芝寛昭,http://www.panamaboy.co.jp/,http://www.panamaboy.co.jp/mailto/mailto.htm,7011001018890,1978年3月,-,未上場,10000000,-,-,20,-,7,-,婦人服を中心に古着ショップ「パナマボーイ」の運営を行う会社,小売業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,自社型eコマース業界の会社,通信販売・古着屋運営,BtoC,未計算,東京都渋谷区神宮前１丁目１６番６号,150-0001,東京都,渋谷区神宮前１丁目１６番６号,03-3402-2425,-,-,-
株式会社オウル,おうる,山路和徳,http://owlcompany.jp/,http://owlcompany.jp/contact/,3010601036249,1991年2月,-,未上場,10000000,-,3,20,-,-,-,カタログやリーフレット、動画などの撮影を行う会社,エンタメ業界の会社,映像・CM制作業界の会社,小売業界の会社・不動産業界の会社・その他サービス業界の会社,自社型eコマース業界の会社・レンタルスペース業界の会社・Web制作業界の会社,スタジオレンタル・パンフレット制作・映像制作・スタジオ運営・動画撮影・広告写真撮影・カタログ制作,BtoB,未計算,東京都江東区佐賀２丁目１番１１号,135-0031,東京都,江東区佐賀２丁目１番１１号,03-5621-7575,-,info@owlcompany.jp,-
株式会社アレージャパン,あれーじゃぱん,青柳友佳子,https://www.areejapan.com/,https://www.areejapan.com/contact-us/,6010001169654,2015年8月,-,未上場,9000000,-,1,20,-,-,-,電子水生成器や、その他美容グッズの販売事業を手掛ける会社,小売業界の会社,美容グッズ販売業界の会社,小売業界の会社,化粧品販売業界の会社・自社型eコマース業界の会社,スキンケア用品販売・美容機器・美容器具販売,BtoC,未計算,東京都中央区銀座２丁目１１－１銀座ランドビル３階,104-0061,東京都,中央区銀座２丁目１１－１銀座ランドビル３階,03-3524-2333,03-3524-2334,-,-
カール・ハンセン＆サンジャパン株式会社,かーる・はんせんあんどさんじゃぱん,ネイサンベックウィス,https://shop.carlhansen.jp/aboutsctlaw/,https://shop.carlhansen.jp/contact/,1010001131560,-,-,未上場,21000000,-,1,20,-,2,-,デンマーク家具の販売を行う会社,小売業界の会社,家具販売業界の会社,小売業界の会社,自社型eコマース業界の会社・雑貨販売業界の会社,オフィス家具販売・クッション販売・椅子販売・ソファ販売・テーブル販売,BtoC,未計算,東京都渋谷区神宮前３丁目２５番１４号７Ｆ,150-0001,東京都,渋谷区神宮前３丁目２５番１４号７Ｆ,03-5413-6771,03-5413-6772,online@carlhansen.jp,-
株式会社カネ上三幸商店,かねじょうさんこうしょうてん,瀬上勝義,http://www.ameyoko-sanko.co.jp/,https://www.makeshop.jp/ssl/contact/,4010501002597,1968年12月,-,未上場,10000000,-,-,20,-,1,-,鮮魚店「三幸商店」の運営を行う会社,小売業界の会社,食品店業界の会社,小売業界の会社,自社型eコマース業界の会社,乾物（鰹節、干し椎茸、乾燥野菜等）販売・ギフト・贈答品販売・かに販売・海藻類（わかめ・ひじき・もずく等）販売・馬肉販売・たらこ・明太子販売・干物（魚介類乾燥食品）販売・貝類販売・調味料販売・鮮魚店運営,BtoC,未計算,東京都台東区上野６丁目１０番４号,110-0005,東京都,台東区上野６丁目１０番４号,03-3831-2394,03-3839-3003,-,-
株式会社ケイファクトリー,けいふぁくとりー,鈴木聡,https://www.k-factory.net/,https://www.k-factory.net/contact,5011001007400,1995年4月,-,未上場,50000000,-,1,20,-,-,-,テレビドラマや映画などの制作を行う会社,マスコミ業界の会社,テレビ番組制作業界の会社,エンタメ業界の会社・小売業界の会社・教育業界,タレント・キャラクターグッズ業界の会社・映像・CM制作業界の会社・自社型eコマース業界の会社・芸能プロダクション業界の会社・その他スクール業界の会社,テレビCM制作・グッズ販売・タレントマネジメント・映画制作,BtoC　BtoB,未計算,東京都渋谷区道玄坂１丁目１６番７号,150-0043,東京都,渋谷区道玄坂１丁目１６番７号,03-3770-2241,03-3770-0264,support@kf-shop.net,-
株式会社三燿,さんよう,藤田稔,https://www.josai-support.com/,https://www.josai-support.com/contact/,9010001017257,1976年10月,-,未上場,10000000,-,2,20,-,2,-,城西大学や城西国際大学の施設管理などを行う会社,人材業界の会社,その他業務請負業界の会社,エンタメ業界の会社・小売業界の会社・医療・福祉業界の会社,タレント・キャラクターグッズ業界の会社・自社型eコマース業界の会社・調剤薬局業界の会社,グッズ販売・ぬいぐるみ販売・ジャム販売,BtoC　BtoB,未計算,東京都千代田区平河町２丁目８番３号,102-0093,東京都,千代田区平河町２丁目８番３号,03-3556-1277,-,-,-
株式会社新興グランド社,しんこうぐらんどしゃ,宮坂一朗,http://www.shinko-grandsha.jp/,http://www.shinko-grandsha.jp/contact/,9011501002054,1948年3月,-,未上場,10000000,-,1,20,1,-,-,シルクスクリーン印刷による点字印刷などの特殊印刷を行う会社,広告業界の会社,紙媒体印刷業界の会社,広告業界の会社・商社業界の会社・小売業界の会社,その他印刷業界の会社・日用品・化粧品専門商社業界の会社・自社型eコマース業界の会社,アロマ製品販売・スクリーン印刷,BtoB,未計算,東京都北区赤羽西２丁目２１番１号,115-0055,東京都,北区赤羽西２丁目２１番１号,03-5963-5184,03-5963-5826,-,-
株式会社ジャパンインターナショナルコマース,じゃぱんいんたーなしょなるこまーす,中村貞彦 ,http://www.jicworld.co.jp/,http://www.jicworld.co.jp/inquiry_form.php,9013201002879,1974年1月,-,未上場,30000000,-,1,20,1,-,-,家電製品や事務機器など、日本市場向け製品の企画や生産および輸入販売を行う会社,商社業界の会社,日用品・化粧品専門商社業界の会社,小売業界の会社・生活用品業界の会社,自社型eコマース業界の会社・日用品・雑貨販売業界の会社,生活雑貨卸売・トイレ用品販売・日用品販売・キッチン用品卸売・製本機販売・キッチン用品販売,BtoB,未計算,東京都渋谷区神泉町２１番３号渋谷YTビル02　5階,150-0045,東京都,渋谷区神泉町２１番３号渋谷YTビル02　5階,03-5790-2345,03-5790-2346,info@jicworld.co.jp,-
株式会社ソシア,そしあ,佐藤真也,https://socia-group.com/,https://socia-group.com/str/toiawase.html,2010701000634,1989年9月,-,未上場,88000000,-,1,20,-,-,-,サプリメントや化粧品などをWebで販売している会社,食品業界の会社,健康食品業界の会社,小売業界の会社,自社型eコマース業界の会社・化粧品販売業界の会社,化粧品販売・サプリメント販売・健康器具販売・健康食品販売,BtoC,未計算,東京都品川区南大井６丁目２８番１０号,140-0013,東京都,品川区南大井６丁目２８番１０号,03-3298-4488,03-3298-4477,-,-
株式会社はしとう商事,はしとうしょうじ,上中稔男,https://www2.infomart.co.jp/oroshi/index.pagex?3&oroshi_smcd=S4GHyhiU,https://www.infomart.co.jp/corporate/contact_f.asp?oroshi_smcd=S4GHyhiU&IMReferer=https%3A%2F%2Fwww2.infomart.co.jp%2FpacteraP4%2Fwicket%2Fpage%3BJSESSIONID_PACTERAP4%3De46b4c669b7b6084a3f027911e0f,9011801035828,1963年3月,-,未上場,284000000,1087000000,1,20,-,-,-,日用雑貨などのWeb販売を手掛けている会社,小売業界の会社,自社型eコマース業界の会社,商社業界の会社,日用品・化粧品専門商社業界の会社,医療用消耗品・衛生材料（ガーゼ・マスク・サージカルテープ等）卸売・アメニティ卸売・割箸卸売・飲食店用品卸売・オフィス用品・事務用品卸売・清掃用品卸売・掃除機卸売・キッチン用品卸売・文房具卸売・洗剤・洗浄剤卸売・タオル卸売・エプロン卸売,BtoB,未計算,東京都葛飾区新宿３丁目６番１６号,125-0051,東京都,葛飾区新宿３丁目６番１６号,03-3844-0723,-,-,-
株式会社新正堂,しんしょうどう,渡辺仁久,http://www.shinshodoh.co.jp/,http://www.shinshodoh.co.jp/contact,7010401013097,1912年,-,未上場,18500000,-,-,20,-,1,-,「新虎ど～ら」などの和菓子の製造と販売を行う会社,食品業界の会社,和菓子業界の会社,小売業界の会社,自社型eコマース業界の会社,どら焼き製造・羊羹製造・羊羹販売・もなか販売・どら焼き販売・饅頭販売・その他和菓子販売・饅頭製造・餅菓子（大福・わらび餅等）販売・その他和菓子製造・餅菓子（大福・わらび餅等）製造・和菓子店運営・もなか製造,BtoC,未計算,東京都港区新橋４丁目２７番２号,105-0004,東京都,港区新橋４丁目２７番２号,03-3431-2512,03-3431-2548,info@shinshodoh.co.jp,-
株式会社エッセンツアイト,えっせんつあいと,隅田修,http://www.essen-zeit.com/,http://www.essen-zeit.com/about.php#contact,3011801000639,1993年6月,-,未上場,10000000,400004000,1,19,-,-,3月,パンの製造や移動販売を行っている会社,食品業界の会社,パン業界の会社,食品業界の会社・小売業界の会社,洋菓子業界の会社・自社型eコマース業界の会社,焼き菓子（クッキー・マドレーヌ等）製造・焼き菓子（クッキー・マドレーヌ等）販売・ジャム販売・パン屋運営・ケーキ製造・ケーキ販売・調理パン（サンドイッチ・ハンバーガー等）販売・菓子パン製造・調理パン（サンドイッチ・ハンバーガー等）製造・パン販売・ジャム製造・パン製造・移動販売,BtoC,未計算,東京都葛飾区東堀切２丁目２４番１０号,124-0004,東京都,葛飾区東堀切２丁目２４番１０号,03-3838-5654,03-3838-5025,chumon@essen-zeit.com,-
株式会社レジィーナロマンティコ,れじぃーなろまんてぃこ,角野元美,http://www.reginaromantico.com/,http://www.reginaromantico.com/contact/index.html,5120001170602,2000年7月,-,未上場,3000000,288000000,1,19,-,6,7月,「レジィーナロマンティコ」というブランドアパレル製品を製造及び販売する会社,アパレル・美容業界の会社,レディースアパレルメーカー業界の会社,小売業界の会社,自社型eコマース業界の会社,スーツ製造・ベルト（アパレル）販売・かばん・バッグ製造・かばん・バッグ販売・ドレス製造・ドレス販売・アパレル製品企画・開発・スーツ販売・ベルト（アパレル）製造,BtoC,未計算,東京都港区南青山６丁目２番２号,107-0062,東京都,港区南青山６丁目２番２号,06-4701-7277,06-4701-7278,-,-
有限会社樽井製作所,たるいせいさくしょ,樽井利昭,http://www.taru-man.co.jp/index.html,https://ws.formzu.net/dist/S72294279/,5013302020437,2004年8月,-,未上場,3000000,-,1,19,-,-,-,ゲームソフトや業務システムの開発を行う会社,ゲーム業界の会社,ゲームソフト開発業界の会社,IT業界の会社・小売業界の会社・ゲーム業界の会社,システム開発業界の会社・モール型eコマース業界の会社・ソーシャルゲーム業界の会社・システム受託開発業界の会社,基幹業務システム販売・アーケードゲームソフト開発・スマートフォンアプリ開発,BtoC　BtoB,未計算,東京都豊島区東池袋４丁目３９番１号,170-0013,東京都,豊島区東池袋４丁目３９番１号,03-5956-4676,03-5956-4677,-,-
株式会社秋東精工,しゅうとうせいこう,柴田忠利 ,http://www.syuto.jp,http://www.syuto.jp/inquiry,1011701016209,1978年,-,未上場,15000000,-,1,19,-,-,-,プラモデルを中心としたインジェクション金型の設計および製造を手掛ける会社,機械業界の会社,金型製造業界の会社,生活用品業界の会社・小売業界の会社,玩具業界の会社・自社型eコマース業界の会社,プラモデル製造・プラモデル販売・プラスチック用金型製造・プラスチック用金型卸売,BtoB,未計算,東京都江戸川区船堀３丁目１０番２２号,134-0091,東京都,江戸川区船堀３丁目１０番２２号,03-3680-3151,03-3686-3761,support@syuto.jp,-
総合商社ベンキョウドー株式会社,そうごうしょうしゃべんきょうどー,長谷川徹,https://benkyodo.net,https://benkyodo.net/?page_id=1167,9010601013283,1986年11月,-,未上場,10000000,1500000000,4,19,-,-,-,学校用品やOA機器などの卸売を請け負う会社,商社業界の会社,その他機械専門商社業界の会社,小売業界の会社・IT業界の会社・その他サービス業界の会社・商社業界の会社,自社型eコマース業界の会社・システム受託開発業界の会社・オフィス用品レンタル・リース業界の会社・その他専門商社業界の会社・ITインフラ業界の会社,オフィス機器・OA機器リサイクル・ネットワークシステム開発・オフィス機器・OA機器卸売・パソコン卸売・オフィス用品・事務用品卸売・複合機レンタル・リース・ネットワーク構築・オフィス用品・事務用品レンタル・リース・オフィスデザイン・複合機卸売・介護用品卸売,BtoB,未計算,東京都墨田区石原２丁目２６番６号,130-0011,東京都,墨田区石原２丁目２６番６号,03-3624-9240,03-3624-8709,info@benkyodo.net,-
株式会社ヴィノラム,う゛ぃのらむ,梅原茂順,https://vinorum.jp/,https://vinorum.jp/contact,9010001112000,2000年11月,-,未上場,30000000,-,1,19,-,4,-,ワインの輸入販売や飲食店の運営およびコンサルティングを行う会社,食品業界の会社,酒・ワイン業界の会社,小売業界の会社・外食業界の会社・コンサルティング業界の会社,自社型eコマース業界の会社・モール型eコマース業界の会社・カフェ・喫茶店業界の会社・飲食店コンサルティング業界の会社・洋食・レストラン業界,ワイン販売・ワイン輸入・イベント運営・セミナー運営・イベント企画・セミナー企画・ワイン卸売・食品コンサルティング,BtoC　BtoB,未計算,東京都中央区日本橋富沢町１０番１９－１００３号,103-0006,東京都,中央区日本橋富沢町１０番１９－１００３号,03-3562-1616,03-3562-1617,info@cdvinorum.com,recruit@vinorum.co.jp
株式会社Ｍ－ｓｔｙｌｅ,えむすたいる,宮内裕介,https://www.style-grp.jp/,https://www.style-grp.jp/contact/,5020001097062,2012年8月,-,未上場,10000000,-,1,19,-,6,-,「モバワン」を運営し、携帯電話の販売などを行う会社,通信業界の会社,携帯・通信回線販売代理店業界の会社,小売業界の会社,モール型eコマース業界の会社,スマホ周辺機器・スマホアクセサリー販売・通信回線取次・スマホ・携帯電話販売・イヤホン・ヘッドホン販売,BtoC,未計算,東京都豊島区池袋２丁目５５番１３号合田ビル４階,171-0014,東京都,豊島区池袋２丁目５５番１３号合田ビル４階,050-5241-1152,-,omotenashi@style-grp.jp,-
株式会社シティコネクション,してぃこねくしょん,吉川延宏,https://city-connection.co.jp/index.html,https://city-connection.co.jp/contact.html,5010001143180,-,-,未上場,-,-,1,19,-,-,-,ゲームキャラクターの開発やゲームサウンドトラックの制作等を行う会社,ゲーム業界の会社,ゲーム・アニメーション系デザイン業界の会社,小売業界の会社・外食業界の会社,モール型eコマース業界の会社・居酒屋・バー業界の会社,ゲームイラスト制作・キャラクター制作・音楽制作,BtoB　BtoC,未計算,東京都中央区東日本橋２－２７－９　初音森ビル３階,103-0004,東京都,中央区東日本橋２－２７－９　初音森ビル３階,03-6206-4215,-,-,-
ＭＲフーズ株式会社,えむあーるふーず,木村耕治,http://mr-foods.com/,http://mr-foods.com/?page_id=29,9012401024386,2013年7月,-,未上場,-,-,1,19,-,1,6月,食肉や加工品の卸売および、居酒屋「Ribuji」の運営を行う会社,商社業界の会社,食肉・卵専門商社業界の会社,小売業界の会社・外食業界の会社,モール型eコマース業界の会社・居酒屋・バー業界の会社,焼き鳥店運営・豚肉卸売・鶏肉卸売・とんかつ店運営・食肉加工品（ソーセージ・ベーコン・ハム等）製造・豚肉販売・食肉加工品（ソーセージ・ベーコン・ハム等）卸売・食肉加工品（ソーセージ・ベーコン・ハム等）販売,BtoC　BtoB,未計算,東京都小金井市東町２丁目１２番３号浅井ビル１０５号室,184-0011,東京都,小金井市東町２丁目１２番３号浅井ビル１０５号室,042-230-5520,042-230-5521,-,-
ネイチャーワールド株式会社,ねいちゃーわーるど,玉井宏,http://www.natureworld.co.jp/,http://www.natureworld.co.jp/contact/,4010001079830,2001年10月,-,未上場,10000000,260000000,-,19,-,1,3月,フラワーエッセンスの輸入販売を行う会社,小売業界の会社,雑貨販売業界の会社,小売業界の会社,化粧品販売業界の会社・自社型eコマース業界の会社,アクセサリー卸売・ジュエリー販売・雑貨店運営・ジュエリー卸売・化粧品輸入・ペット用品販売・化粧品販売・天然石販売・天然石卸売・オーガニック化粧品卸売・オーガニック化粧品販売・カルチャー教室運営・アクセサリー販売,BtoC　BtoB,未計算,東京都江東区南砂2－1－12 東陽町スクウェアビル５Ｆ,136-0076,東京都,江東区南砂2－1－12 東陽町スクウェアビル５Ｆ,03-6458-4550,03-6450-4551,info@natureworld.co.jp,-
株式会社ブルックスホールディングス,ぶるっくすほーるでぃんぐす,大槻裕子,https://www.brooks.co.jp/b_contents/about/,https://www.brooks.co.jp/inquiry/inquiry_form/,6010001043818,1968年10月,-,未上場,49760000,-,1,19,-,-,-,ブルックスグループの統括を行う会社,食品業界の会社,コーヒー製造業界の会社,小売業界の会社,自社型eコマース業界の会社,グループ会社運営,BtoC,未計算,東京都中央区築地４丁目１０番７号,104-0045,東京都,中央区築地４丁目１０番７号,045-909-1123,045-901-0500,-,-
株式会社ＦＬＡＳＨ　ＰＡＲＫ,ふらっしゅぱーく,高橋優貴,http://flashpark.co.jp/,https://cake.co.jp/contact,7011101052641,2009年4月,-,未上場,73412226,-,1,19,-,-,12月,ケーキの総合通販サイト「Cake.jp」の運営を行う会社,食品業界の会社,洋菓子業界の会社,小売業界の会社,自社型eコマース業界の会社,ケーキ販売,BtoC　BtoB,未計算,東京都新宿区西新宿６丁目２４番１号西新宿三井ビルディング１５０３,160-0023,東京都,新宿区西新宿６丁目２４番１号西新宿三井ビルディング１５０３,03-6302-0771,03-6893-7887,-,-
御田釦販売株式会社,おんだぼたんはんばい,葛川直美,https://onda-button.co.jp/,https://hint-shop.net/contact/,7010001013092,1972年,-,未上場,46000000,-,1,19,-,1,-,メタルボタンやシャツボタンなどのボタンの製造や販売を行っている会社,アパレル・美容業界の会社,バッグ・アパレル雑貨製造業界の会社,小売業界の会社,自社型eコマース業界の会社,ボタン製造・ボタン販売,BtoC,未計算,東京都江戸川区松江７丁目４番１２号,132-0025,東京都,江戸川区松江７丁目４番１２号,03-5607-9251,03-5607-9281,hint-tokyo@onda-button.co.jp,-
株式会社広島屋,ひろしまや,川村洋治,http://www.hiroshimaya.ne.jp/,https://hiroshimaya.ne.jp/contact.html,1011201004622,1937年2月,-,未上場,10000000,-,1,19,-,-,2月,ワインや日本酒の販売を行う会社,食品業界の会社,酒・ワイン業界の会社,小売業界の会社,モール型eコマース業界の会社,酒類販売・ワイン販売・酒類卸売・日本酒販売,BtoB　BtoC,未計算,東京都中野区中央３丁目４４番７号,164-0011,東京都,中野区中央３丁目４４番７号,03-3383-0731,-,shop@hiroshimaya.ne.jp,-
株式会社アイル,あいる,田中秀史,https://i-ll.co.jp/,https://i-ll.co.jp/contact/,7010001096914,1980年10月,-,未上場,10000000,-,1,19,-,12,-,洋菓子「東京カンパネラ」の製造や販売などを行う会社,食品業界の会社,洋菓子業界の会社,外食業界の会社・小売業界の会社,カフェ・喫茶店業界の会社・自社型eコマース業界の会社,焼き菓子（クッキー・マドレーヌ等）製造・洋菓子店運営・焼き菓子（クッキー・マドレーヌ等）販売,BtoB　BtoC,未計算,東京都千代田区丸の内１丁目８番３号丸の内トラストタワー本館１２階,100-0005,東京都,千代田区丸の内１丁目８番３号丸の内トラストタワー本館１２階,03-3201-3491,-,-,saiyo@tokyo-campanella.com
株式会社ミラク,みらく,石井大悟,http://www.miluck.jp/,http://www.miluck.jp/contact/,7010901026128,2010年3月,-,未上場,13000000,-,1,18,-,4,-,「ソーノ」「ソノマニア」などの自社ブランドの婦人服の製造および販売を手掛ける会社,アパレル・美容業界の会社,レディースアパレルメーカー業界の会社,小売業界の会社・商社業界の会社,自社型eコマース業界の会社・繊維・アパレル専門商社業界の会社・レディースアパレルショップ業界の会社,-,BtoB　BtoC,未計算,東京都渋谷区神宮前３丁目２５番１２号ＦＵＪＩＢＵＩＬＤＩＮＧＨＡＲＡＪＵＫＵ５階,150-0001,東京都,渋谷区神宮前３丁目２５番１２号ＦＵＪＩＢＵＩＬＤＩＮＧＨＡＲＡＪＵＫＵ５階,03-5775-4655,03-5775-4656,info@miluck.jp,t-kanazaki@miluck.jp
株式会社ニューアート・スポーツ,にゅーあーと・すぽーつ,萩原利博,https://www.crazy-shaft.com/,https://www.crazy-shaft.com/contact/,4010001158799,2014年2月,-,未上場,11000000,-,1,18,-,3,-,ゴルフクラブ用カーボンシャフトの開発および製造、販売を行う会社,生活用品業界の会社,スポーツ用品製造業界の会社,小売業界の会社,自社型eコマース業界の会社・スポーツ用品販売業界の会社,シャフト製造・ゴルフ用品製造・ゴルフ用品販売・シャフト販売,BtoC,未計算,東京都中央区銀座１丁目１５番２号,104-0061,東京都,中央区銀座１丁目１５番２号,03-3566-9012,03-3858-9013,info@crazy-shaft.com,-
株式会社フレジエ,ふれじえ,高山直子,http://www.fraisier.co.jp/,http://www.fraisier.co.jp/contact/,7011001091054,2012年8月,-,未上場,4000000,-,-,18,-,6,-,アイラッシュサロン及びネイルサロンを運営する会社,アパレル・美容業界の会社,美容サロン業界の会社,小売業界の会社,自社型eコマース業界の会社,まつげエクステ・アイラッシュサロン運営・ネイルサロン運営,BtoC,未計算,東京都渋谷区神南１丁目１５番８号,150-0041,東京都,渋谷区神南１丁目１５番８号,03-3461-7020,-,info@eye-lash.biz,-
株式会社インサイド,いんさいど,渡辺貴志,http://www.inside-jnet.com/index.html,http://www.inside-jnet.com/contact.html,1010001114202,2004年12月,-,未上場,11400000,-,1,18,-,-,-,アクリルの同人グッズ製造を行っている会社,化学業界の会社,樹脂製品(プラスチック製品など)製造業界の会社,小売業界の会社,自社型eコマース業界の会社,キーホルダー販売・スマホ周辺機器・スマホアクセサリー製造・アクリル加工・グッズ制作・グッズ販売・ストラップ製造,BtoC,未計算,東京都墨田区亀沢１丁目３番２号,130-0014,東京都,墨田区亀沢１丁目３番２号,03-5637-8622,03-5637-8116,-,-
株式会社アクト,あくと,森田浩,http://www.act-com.co.jp/,http://www.act-com.co.jp/act/info.html,6011401000169,1992年7月,-,未上場,20000000,-,1,18,-,-,-,建築資材やエクステリア商品などの販売を行う会社,商社業界の会社,建材専門商社業界の会社,小売業界の会社・建設・工事業界の会社,作業関連用品販売業界の会社・その他土木工事業界の会社・自社型eコマース業界の会社,エクステリア製品販売・エクステリア製品製造・ヘルメット販売・カー用品・カーアクセサリー販売・カー用品・カーアクセサリー卸売・工具販売・エクステリア製品卸売・接着剤卸売・防水材卸売・塗装用品卸売・防水工事・防水材販売・安全靴・作業靴販売・接着剤販売・工具卸売・作業手袋販売,BtoC　BtoB,未計算,東京都板橋区南常盤台１丁目１６番１１号,174-0072,東京都,板橋区南常盤台１丁目１６番１１号,03-5921-3655,03-5921-3667,contact@act-shopping.jp,-
