[検索条件]従業員数：~5・5~10・10~20・20~50・50~300.連絡先の有無：お問い合わせページあり.業界：コンサルティング業界の会社・Webマーケティング業界の会社・広告運用コンサルティング業界の会社
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社システムソフト,しすてむそふと,岡部正寛,http://www.systemsoft.co.jp/,https://www.systemsoft.co.jp/contact,7290001017693,1979年9月,"島田敏雄[監査役],  六川浩明[監査役],  平山美智子[常勤監査役],  浅子正明[取締役],  高橋裕次郎[取締役],  和田光伸[取締役],  大村浩次[取締役],  石川雅浩[取締役],  岡部正寛[取締役],  吉尾春樹[代表取締役/執行役員社長], ",東証１部,1495000000,2475000000,2,83,-,-,-,Web技術をベースとしたシステム開発に強みを持ち、アパマンショップ傘下で賃貸サイトの運営に注力している会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社・IT業界の会社,Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社,Webシステム開発・金融機関向けシステム開発・営業支援システム開発・不動産情報サイト運営・教育機関向けシステム開発,BtoB,未計算,東京都千代田区大手町２丁目６番１号,100-0004,東京都,千代田区大手町２丁目６番１号,092-732-1515,-,-,recruit@systemsoft.co.jp
株式会社グローバルネット,ぐろーばるねっと,村木和彦,http://www.global-n.co.jp/index.php,http://www.global-n.co.jp/inquiry/,6010801015628,2003年12月,-,未上場,70000000,-,1,81,-,-,-,インターネット広告の企画・制作を行っている会社,広告業界の会社,インターネット広告代理店業界の会社,その他サービス業界の会社・コンサルティング業界の会社,デザイン業界の会社・Webマーケティング業界の会社,テレビCM制作・交通広告制作・SEO対策・アフィリエイト広告販売・広告制作,BtoB,未計算,東京都大田区蒲田本町１丁目２番５号４Ｆ,144-0053,東京都,大田区蒲田本町１丁目２番５号４Ｆ,03-3737-4400,03-3737-4411,-,-
株式会社ウィンキューブホールディングス,うぃんきゅーぶほーるでぃんぐす,工藤謙治,http://win-cube-holdings.co.jp/,http://win-cube-holdings.co.jp/contact/,6011201013973,2010年1月,-,未上場,10000000,4000000000,1,80,-,-,-,治療院のマーケティングをサポートする会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,コンサルティング業界の会社・その他サービス業界の会社・IT業界の会社,Webマーケティング業界の会社・デザイン業界の会社・Webサービス・アプリ運営業界の会社,DVD販売・DVD制作・Webマーケティング支援,BtoC　BtoB,未計算,東京都新宿区西新宿１丁目２１番１号明宝ビルディング４階,164-0001,東京都,新宿区西新宿１丁目２１番１号明宝ビルディング４階,03-6382-7040,-,saiyo@win-cube-holdings.co.jp,recruit@win-cube-holdings.co.jp
株式会社ネットナビ,ねっとなび,浅田靖枝,https://net-navi.jp/,https://net-navi.jp/contact/,6010701025207,2011年6月,-,未上場,-,-,1,80,-,-,-,制作したWebサイトと連動したマーケティングを行う会社,人材業界の会社,コールセンター運営業界の会社,その他サービス業界の会社・コンサルティング業界の会社,Web制作業界の会社・Webマーケティング業界の会社,Webマーケティング支援,BtoB,未計算,東京都品川区東五反田１丁目２番３３号白雉子ビル7F,141-0022,東京都,品川区東五反田１丁目２番３３号白雉子ビル7F,03-4334-2220,-,-,-
株式会社きずな,きずな,髙山勝巳,http://www.kizuna-group.jp,http://kizuna-group.jp/contact/,1122001028189,2004年10月,-,未上場,35000000,-,1,80,-,-,-,Webサイトの構築やSEO対策などを手掛ける会社,コンサルティング業界の会社,Webマーケティング業界の会社,その他サービス業界の会社・コンサルティング業界の会社,Web制作業界の会社・起業コンサルティング業界の会社,スマートフォンアプリ開発・Webコンサルティング・フランチャイズ経営支援・SEO対策,BtoB,未計算,大阪府柏原市平野２丁目５１４番地の４（２Ｆ）,582-0019,大阪府,柏原市平野２丁目５１４番地の４（２Ｆ）,06-6252-1500,06-6252-0500,-,-
株式会社ケイ・ライターズクラブ,けい・らいたーずくらぶ,住吉健,https://www.kwc.co.jp/,https://ssl.kwc.co.jp/inquiry/,3011101006246,1987年6月,-,未上場,30000000,-,1,80,-,-,-,書籍やデジタルコンテンツの企画、制作を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,広告業界の会社・マスコミ業界の会社・その他サービス業界の会社,その他広告業界の会社・書籍出版業界の会社・Web制作業界の会社,SEO対策・文章校正・Webメディア運営・ポータルサイト運営・フリーペーパー・フリーマガジン制作・電子書籍制作・書籍制作,BtoB,未計算,東京都新宿区住吉町１番地１６,162-0065,東京都,新宿区住吉町１番地１６,03-3226-6361,03-3226-6362,-,-
株式会社いえらぶ琉球,いえらぶりゅうきゅう,新井つかさ,http://www.ielove-ryukyu.co.jp/,https://www.ielove-group.jp/contact/,5360001017713,2014年1月,-,未上場,38000000,-,1,80,-,-,12月,不動産事業に特化したパッケージシステムの開発およびWebサイトを制作する会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社・その他サービス業界の会社,Webマーケティング業界の会社・Web制作業界の会社,賃貸家賃保証・転職サイト運営・SEO対策・Webコンサルティング,BtoB,未計算,沖縄県那覇市字天久７９５番地３いえらぶ琉球ビル,900-0005,沖縄県,那覇市字天久７９５番地３いえらぶ琉球ビル,098-860-2080,098-860-2081,info.ryukyu@ielove-group.jp,-
株式会社クラッチ,くらっち,中西勇治,http://www.clutch.ne.jp,http://www.clutch.ne.jp/contact.html,3010401067353,2007年2月,-,未上場,15000000,2000000000,2,80,-,-,-,Webマーケティングや観光事業を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,広告業界の会社・コンサルティング業界の会社,インターネット広告代理店業界の会社・ITコンサルティング業界の会社 ,宿泊施設運営・Webマーケティング支援・テレビCM制作,BtoB,未計算,東京都新宿区市谷砂土原町３丁目５番地　偕成ビル5F,162-0842,東京都,新宿区市谷砂土原町３丁目５番地　偕成ビル5F,0120-409-168,-,-,-
株式会社ＫＩＺＵＮＡ,きずな,髙山勝巳,http://kizuna-group.jp/,http://kizuna-group.jp/contact/,2120001124305,2004年10月,-,未上場,35000000,-,1,80,-,-,-,Webサイトやアプリの作成など、Webコンサルティング事業を展開する会社,コンサルティング業界の会社,Webマーケティング業界の会社,その他サービス業界の会社,デザイン業界の会社,SEO対策・Webマーケティング支援・広告制作,BtoB,未計算,大阪府大阪市中央区久太郎町２丁目５番２８号,541-0056,大阪府,大阪市中央区久太郎町２丁目５番２８号,06-6252-1500,06-6252-2500,support@kizuna-group.jp,-
株式会社ビックス,びっくす,平野弘之,http://www.bics-net.co.jp/index.html,http://fb-ssl.net/bics/mailform_contact/,6011001028156,1993年1月,-,未上場,10000000,-,4,80,-,-,-,広告やセールスプロモーションの企画および製造を行う会社,コンサルティング業界の会社,広告運用コンサルティング業界の会社,その他サービス業界の会社・コンサルティング業界の会社,デザイン業界の会社・Webマーケティング業界の会社・Web制作業界の会社,Webマーケティング支援・ディスプレイ・ショーウィンドウデザイン・デジタルサイネージ制作・広告制作・プロモーション企画・デジタルサイネージ運用,BtoB,未計算,東京都渋谷区初台１丁目５１番１号初台センタービル,151-0061,東京都,渋谷区初台１丁目５１番１号初台センタービル,042-521-3329,042-521-3384,-,-
アリババ株式会社,ありばば,香山誠,https://www.alibaba.co.jp/corp/,https://www.alibaba.co.jp/contact/inquiry_detail/?id=japan,4010001118035,2008年5月,-,未上場,100000000,-,2,80,-,-,-,BtoBマッチングサイトの運営やECサイトの運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社・コンサルティング業界の会社・小売業界の会社,クラウド・フィンテック業界の会社・Webマーケティング業界の会社・自社型eコマース業界の会社,マッチングサービス運営・Webマーケティング支援・サーバー運用,BtoB　BtoC,未計算,東京都中央区京橋２丁目２番１号,104-0031,東京都,中央区京橋２丁目２番１号,-,-,-,-
株式会社メディカルネット,めでぃかるねっと,平川裕司,http://www.japan-medic.com/,https://www.medical-net.com/contact/,1011001036766,2001年6月,"髙敏晴[監査役],  中村泰正[監査役],  中西弘幸[常勤監査役],  槌屋英二[取締役],  石井貴久[取締役/ドクターサポート事業部担当],  早川竜介[取締役/ソリューションセールス事業部担当],  早川亮[取締役],  平川裕司[代表取締役社長COO/管理本部担当],  平川大[代表取締役会長CEO], ",東証マザーズ,286000000,1528172000,3,79,-,-,5月,「インプラントネット」「エステ・人気ランキング」などの歯科・美容ポータルサイトの運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,人材業界の会社・その他サービス業界の会社・コンサルティング業界の会社・広告業界の会社,人材紹介業界の会社・デザイン業界の会社・Webマーケティング業界の会社・インターネット広告代理店業界の会社・Web制作業界の会社,医療情報提供・医療人材紹介・医療機関向けシステム開発・広告制作・Webマーケティング支援・医院開業支援・求人サイト運営・カタログ制作・ポータルサイト運営,BtoC　BtoB,未計算,東京都渋谷区幡ヶ谷１丁目３４番１４号,151-0072,東京都,渋谷区幡ヶ谷１丁目３４番１４号,03-5790-5261,03-5790-5262,-,new-grad@medical-net.com
株式会社コムニコ,こむにこ,林雅之,https://www.comnico.jp/,https://www.comnico.jp/inquiry-hub?hsCtaTracking=bf38b599-9aea-4185-a7b4-29f48883bb59%7C941da581-12e3-4d6f-b9ac-ef951a40979b,9010401078972,2008年11月,-,未上場,18000000,-,3,78,-,-,-,ソーシャルメディアを活用したマーケティングに取り組む会社,コンサルティング業界の会社,Webマーケティング業界の会社,その他サービス業界の会社,調査・検査・研究業界の会社,Webマーケティング支援・イベント企画・ソーシャルメディア運用代行・市場調査・イベント運営,BtoB,未計算,東京都中央区築地４丁目１番１号東劇ビル２階,104-0045,東京都,中央区築地４丁目１番１号東劇ビル２階,03-6264-3045,03-6264-3046,info@comnico.jp,-
株式会社エイジア,えいじあ,美濃和男,http://www.azia.jp/,https://www5.webcas.net/form03/pub/branch/azia-contact01,9010701001312,1995年4月,"美濃和男[代表取締役/経営企画室、経営管理部担当],  中西康治[専務取締役/開発1部、開発2部、品質管理室、新製品サービス企画部、導入コンサルティング部、インフラ基盤マネジメント部担当],  北村秀一[常務取締役/コンサルティング営業部、マーケティングコンサルティング部担当],  長山裕一[取締役],  佐々木俊夫[常勤監査役],  上野周雄[監査役],  藤本眞吾[監査役], ",東証１部,322420000,1367011000,1,78,-,-,3月,企業業務システムの「WEBCAS」シリーズの設計・開発・販売・運営等を行う会社,IT業界の会社,システム開発業界の会社,人材業界の会社・コンサルティング業界の会社,その他業務請負業界の会社・Webマーケティング業界の会社,Webマーケティング支援・メール配信システム開発・アンケート代行・経営システム開発,BtoB,未計算,東京都品川区西五反田７丁目２０番９号ＫＤＸ西五反田ビル４階,141-0031,東京都,品川区西五反田７丁目２０番９号ＫＤＸ西五反田ビル４階,03-6672-6788,03-6672-6805,-,-
ビーズ情報サービス株式会社,びーずじょうほうさーびす,長田敏樹,http://www.bees.co.jp/,http://www.bees.co.jp/inquiry,7020001015848,1994年2月,-,未上場,26000000,-,7,76,-,-,-,Webページの制作やセキュリティーサービス、オフィス用品の販売を手掛ける会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・商社業界の会社,Webマーケティング業界の会社・その他専門商社業界の会社,事務用品販売・ビジネスフォン販売・SEO対策・オフィス家具販売・オフィス機器・OA機器販売,BtoB,未計算,神奈川県横浜市港北区新横浜３丁目１７番２号友泉新横浜ビル9階,222-0033,神奈川県,横浜市港北区新横浜３丁目１７番２号友泉新横浜ビル9階,045-474-3883,045-474-3885,-,-
株式会社クロス・コミュニケーション,くろす・こみゅにけーしょん,富永晴次,https://www.cross-c.co.jp/,https://www.cross-c.co.jp/contact/,5010001080952,2011年8月,-,未上場,90000000,-,1,76,-,-,-,戦略立案から開発や保守、運用までのトータルITソリューションを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社・システム開発業界の会社,Webマーケティング支援・予約システム開発・金融機関向けシステム開発・Webシステム開発・顧客管理システム開発,BtoB,未計算,東京都新宿区西新宿３丁目２０番２号　東京オペラシティタワー 24F,160-0023,東京都,新宿区西新宿３丁目２０番２号　東京オペラシティタワー 24F,03-6859-2262,03-6859-2274,info@ml.cross-c.co.jp,-
株式会社セプテーニ・ホールディングス,せぷてーに・ほーるでぃんぐす,佐藤光紀,http://www.septeni-holdings.co.jp/,https://www.septeni-holdings.co.jp/contact/,6011101024311,2001年8月,"古島守[監査役],  廣渡嘉秀[監査役],  柳克久[監査役],  野村宗芳[常勤監査役],  岡島悦子[取締役],  木村達也[取締役],  瀬戸口佳奈[取締役],  唐木信太郎[取締役],  松田忠洋[取締役],  清水一身[取締役],  上野勇[取締役],  佐藤光紀[代表取締役], ",JASDAQ,2085000000,15272000000,1,76,-,-,9月,企業向けのネットマーケティング事業を主力とする会社,広告業界の会社,インターネット広告代理店業界の会社,IT業界の会社・コンサルティング業界の会社,Webサービス・アプリ運営業界の会社・Webマーケティング業界の会社,クラウドサービス提供・マーケティング支援・漫画配信サービス運営,BtoB,未計算,東京都新宿区西新宿８丁目１７番１号,160-0023,東京都,新宿区西新宿８丁目１７番１号,03-6863-5623,03-6863-5624,-,recruitment@septeni-holdings.co.jp
株式会社ソノベ,そのべ,園部英明,http://www.sonobe.co.jp/,https://www.smteb.com/sonobe/contact/,7370001008866,1949年2月,-,未上場,11500000,1307000000,4,76,1,-,3月,パンフレットやWebサイトの制作などを行う会社,広告業界の会社,紙媒体印刷業界の会社,エンタメ業界の会社・IT業界の会社・コンサルティング業界の会社・その他サービス業界の会社,映像・CM制作業界の会社・Webサービス・アプリ運営業界の会社・Webマーケティング業界の会社・Web制作業界の会社,データ分析・オフセット印刷・映像制作・パンフレット制作・オンデマンド印刷・イベント運営・イベント企画・グラフィックデザイン・電子書籍制作,BtoB,未計算,宮城県仙台市青葉区一番町３丁目３番１９号,980-0811,宮城県,仙台市青葉区一番町３丁目３番１９号,022-263-7733,022-262-3761,info@sonobe.co.jp,k-sasaki@sonobe.co.jp
株式会社マックスマウス,まっくすまうす,藤江泰彦,https://www.maxmouse.co.jp/,https://www.maxmouse.co.jp/contact/,5010001065004,1990年4月,-,未上場,50000000,-,2,75,-,-,-,Webサイトやモバイルサイト制作およびシステム導入支援などを手がける会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・人材業界の会社・広告業界の会社,Webマーケティング業界の会社・企業研修業界の会社・インターネット広告代理店業界の会社,Webサイト運営代行・SEO対策・Webマーケティング支援・ECサイト構築・システム導入支援,BtoB,未計算,東京都港区赤坂4丁目2番19号,107-0052,東京都,港区赤坂4丁目2番19号,03-5797-8760,03-5797-8761,toiawase@maxmouse.co.jp,-
ＳＯＬＴ株式会社,そると,山崎雅理,https://solt-inc.com/,https://solt-inc.com/contact/input,8030001100152,2013年11月,-,未上場,20000000,500000000,1,75,-,-,-,事業戦略等のプランニングやシステム構築などのITコンサルティングを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,未分類,未分類,Webマーケティング支援・ブランディング,BtoB,未計算,東京都渋谷区広尾１丁目１番３９号恵比寿プライムスクエアタワー５階,104-0061,東京都,渋谷区広尾１丁目１番３９号恵比寿プライムスクエアタワー５階,03-6264-7938,-,info@solt-inc.com,-
琉球インタラクティブ株式会社,りゅうきゅういんたらくてぃぶ,臼井隆秀,https://www.ryukyu-i.co.jp,https://www.ryukyu-i.co.jp/contact/,5360001010800,2009年2月,-,未上場,38000000,-,3,74,-,-,-,Webサイトのデザインや人材育成を行う会社,未分類,未分類,コンサルティング業界の会社・その他サービス業界の会社・人材業界の会社,Webマーケティング業界の会社・Web制作業界の会社・人材紹介業界の会社,Webマーケティング支援・求人サイト運営・Webシステム開発・パソコン・ネットサポート,BtoC　BtoB,未計算,沖縄県宜野湾市大山３丁目１１番３２号,901-2223,沖縄県,宜野湾市大山３丁目１１番３２号,098-988-1572,098-988-1573,info@ryukyu-i.co.jp,recruit@ryukyu-i.co.jp
株式会社マテリアル,まてりある,東義和,http://materialpr.jp/,http://materialpr.jp/contact/,6011001052115,2005年2月,-,未上場,-,-,3,74,-,-,-,タレントキャスティングやデジタルマーケティングなどを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,マーケティング支援・企業PRプランニング・キャスティング業務,BtoB,未計算,東京都港区赤坂１丁目１２番３２号アーク森ビル３５階,107-0052,東京都,港区赤坂１丁目１２番３２号アーク森ビル３５階,03-5459-5490,03-5459-5491,info@materialpr.jp,recruit@materialpr.jp
アンダス株式会社,あんだす,前田哲郎,https://www.andus.co.jp/,https://www.andus.co.jp/contact,7290001024137,2004年6月,-,未上場,50000000,2330932588,1,74,-,-,3月,Webマーケティング支援やオリジナルのシステムを開発する会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,システム開発業界の会社,データ分析・Webマーケティング支援,BtoB,未計算,福岡県福岡市中央区今泉１丁目２０番２号天神MENTビル9F,810-0021,福岡県,福岡市中央区今泉１丁目２０番２号天神MENTビル9F,092-720-5055,092-720-5025,info@andus.co.jp,-
株式会社ライトアップ,らいとあっぷ,白石崇,http://www.writeup.jp/,http://www.writeup.jp/contact/?id=form,1011001041171,2002年4月,-,東証マザーズ,386380000,1612993000,1,74,-,-,3月,中小企業向けに総合経営支援やWeb活用マーケティング支援を行う会社,コンサルティング業界の会社,経営コンサルティング業界の会社,コンサルティング業界の会社・人材業界の会社・その他サービス業界の会社,Webマーケティング業界の会社・販売促進コンサルティング業界の会社・企業研修業界の会社・Web制作業界の会社・その他業務請負業界の会社,企業内社員研修代行・マーケティング支援・ソーシャルメディア運用代行・Webマーケティング支援,BtoB,未計算,東京都渋谷区渋谷２丁目１５番１号,150-0002,東京都,渋谷区渋谷２丁目１５番１号,03-5784-0700,-,info@writeup.co.jp,-
大東マーケティングソリューションズ株式会社,だいとうまーけてぃんぐそりゅーしょんず,関口克之,http://www.daitomedia.co.jp/index.html,http://www.daitomedia.co.jp/inquily/index.html,1010001049092,1948年7月,-,未上場,10000000,-,3,73,-,-,-,カタログやマニュアルなどの印刷のほか、販促ツールの企画および制作などを行う会社,広告業界の会社,紙媒体印刷業界の会社,コンサルティング業界の会社・その他サービス業界の会社・広告業界の会社,販売促進コンサルティング業界の会社・Webマーケティング業界の会社・Web制作業界の会社・企業展示会・販促イベント業界の会社・デザイン業界の会社,冊子印刷・パンフレット制作・ポスター制作・ポスター印刷・パンフレット印刷・カタログ印刷・カタログ制作・イベント制作・イベント運営・イベント企画・POP制作・マニュアル制作・BPO関連サービス提供,BtoC,未計算,東京都中央区新富１丁目１５番８号,104-0041,東京都,中央区新富１丁目１５番８号,03-3552-8341,03-3551-3510,ga@daito-art-printing.com,-
マイクロシステム株式会社,まいくろしすてむ,國府田治彦,http://www.microsystem-sales.co.jp/,http://www.microsystem-sales.co.jp/inq.html,9010001057591,1962年4月,-,未上場,10000000,-,4,72,-,-,-,オフィス機器のネットワークシステムの提案や販売を行う会社,商社業界の会社,その他専門商社業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社,プリンター卸売・オフィス機器・OA機器卸売・防犯機器卸売・印刷機卸売・複合機卸売・通信機器卸売,BtoB,未計算,東京都中央区日本橋堀留町１丁目９番１１号,103-0012,東京都,中央区日本橋堀留町１丁目９番１１号,03-3669-8991,03-3669-6845,jimukyoku@microsystem-sales.co.jp  ,-
株式会社ポスティクル,ぽすてぃくる,山田英則,http://posticle.jp/,http://posticle.jp/contact/,3290001043099,2003年4月,-,未上場,-,-,4,70,-,-,-,広告紙や行政誌の投函、および広告戦略の立案を行う会社,人材業界の会社,その他業務請負業界の会社,コンサルティング業界の会社・アパレル・美容業界の会社・その他サービス業界の会社,広告運用コンサルティング業界の会社・エステサロン業界の会社・デザイン業界の会社,ポスティング代行・チラシ・フライヤー印刷・チラシ・フライヤー配布,BtoC　BtoB,未計算,福岡県大野城市筒井１丁目２０番１５号,816-0931,福岡県,大野城市筒井１丁目２０番１５号,092-575-3517,092-575-3518,-,-
株式会社ギャプライズ,ぎゃぷらいず,甲斐亮之,http://www.gaprise.com,https://www.gaprise.jp/c_contact/?_ga=2.220600792.1170034726.1584949513-146204084.1584949513,2011201012260,2005年1月,-,未上場,20000000,1700000000,1,70,-,-,-,Webマーケティング・海外のWebテクノロジーツールの販売を行っている会社,コンサルティング業界の会社,Webマーケティング業界の会社,未分類,未分類,マーケティング支援・Webマーケティング支援・SEO対策,BtoB,未計算,東京都新宿区西新宿２丁目４番１号新宿ＮＳビル６階,163-0806,東京都,新宿区西新宿２丁目４番１号新宿ＮＳビル６階,03-5989-0492,03-5989-0495,-,-
株式会社ジェネラルパシフィック,じぇねらるぱしふぃっく,幸本大輔,http://www.g-pacific.com,https://g-pacific.sakura.ne.jp/s/form/contact/,2010401075365,2005年3月,-,未上場,22000000,-,1,70,-,-,-,Web風評被害対策に特化したマーケティングを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社・その他サービス業界の会社,システム開発業界の会社・デザイン業界の会社,企業内社員研修代行・ECサイト構築・Webマーケティング支援・SEO対策・リスクコンサルティング・Webシステム開発,BtoB,未計算,東京都港区赤坂７丁目３番３７号プラース・カナダ１階,107-0052,東京都,港区赤坂７丁目３番３７号プラース・カナダ１階,03-6434-1173,03-6434-1174,-,-
株式会社ＳＵＭＧＬＯＢＡＬ,さむぐろーばる,竹内智也,https://sum-global.net/,https://sum-global.net/contact/,8120001216121,2012年2月,-,未上場,-,-,1,70,-,-,-,SEO事業などのWebマーケティングを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,その他サービス業界の会社・アパレル・美容業界の会社・外食業界の会社,Web制作業界の会社・美容サロン業界の会社・居酒屋・バー業界の会社,キャスティング業務・SEO対策・ブランディング・Webマーケティング支援・マーケティング支援・バー・パブ運営,BtoC　BtoB,未計算,大阪府大阪市中央区南船場４丁目１２番２４号現代心斎橋ビル９Ｆ,542-0081,大阪府,大阪市中央区南船場４丁目１２番２４号現代心斎橋ビル９Ｆ,03-6268-1199,06-6282-1198,info@sum-global.jp,-
株式会社ｄｏｕｂＬｅ,だぶる,宮崎隆治,http://doubledouble.co.jp,http://doubledouble.co.jp/info/,1011101057828,2008年1月,-,未上場,50000000,-,1,70,-,-,-,Webマーケティングサポートやマッチング事業を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,SEO対策,BtoB,未計算,東京都新宿区西新宿１丁目２２番１５号,160-0023,東京都,新宿区西新宿１丁目２２番１５号,03-6302-0410,03-6302-0415,-,recruit@doubledouble.jp
株式会社Ｈ２,えいちつー,森田諒平,https://h2-g.co.jp/,https://h2-g.co.jp/contact/,5430001062826,2012年12月,-,未上場,100000000,3100000000,2,70,-,-,3月,セルフオーダーシステム「SMAO -Smart order System-」等を手掛ける会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,ソフトウェア専門商社業界の会社,SEO対策・営業支援システム開発・クラウドサービス提供,BtoB,未計算,東京都港区南青山２丁目２番８号ＤＦビル７階,107-0062,東京都,港区南青山２丁目２番８号ＤＦビル７階,03-4400-6279,03-6804-5659,-,-
株式会社エムフロ,えむふろ,北脇陽典,https://www.mfro.net/,https://www.mfro.net/contact/,6011001045655,2004年9月,-,未上場,50000000,1945300000,1,70,-,-,-,インターネット広告代理店やWebメディアの運営などを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社・IT業界の会社・広告業界の会社,ITコンサルティング業界の会社 ・ITインフラ業界の会社・Webマーケティング業界の会社・インターネット広告代理店業界の会社,SEO対策・Webマーケティング支援・レンタルサーバー運営・市場調査・セキュリティコンサルティング・ゲームサイト運営・ドメイン取得代行,BtoB　BtoC,未計算,東京都渋谷区恵比寿４丁目２０番３号,150-0013,東京都,渋谷区恵比寿４丁目２０番３号,03-6455-6911,03-6455-6912,info@mfro.net,shinsotsuhr@mfro.net
株式会社Ｖｉｓｉｏｎａｒｙ,びじょなりー,山本武典,http://www.visionary-inc.jp/index.html,http://www.visionary-inc.jp/contact/,2010501032506,2011年5月,-,未上場,10000000,-,5,70,-,-,-,販売促進を目的にコンサルティングやサイト制作などを行なっている会社,コンサルティング業界の会社,広告運用コンサルティング業界の会社,その他サービス業界の会社,デザイン業界の会社,ECサイト構築,BtoB,未計算,東京都千代田区神田富山町２５,101-0043,東京都,千代田区神田富山町２５,03-6384-0464,03-6369-3433,-,-
ファイブゲート株式会社,ふぁいぶげーと,山下雅弘,https://fivegate.jp/corporate/,https://fivegate.jp/contactus/,3011001041509,2003年11月,-,未上場,44580000,-,2,69,-,-,-,ソーシャルゲーム開発やインターネットメディア事業および広告事業を行う会社,ゲーム業界の会社,ソーシャルゲーム業界の会社,コンサルティング業界の会社・IT業界の会社・広告業界の会社,ITコンサルティング業界の会社 ・Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社・インターネット広告代理店業界の会社,スマートフォンアプリ開発,BtoC　BtoB,未計算,東京都渋谷区代々木４丁目３３番１０号トーシンビル４Ｆ,151-0053,東京都,渋谷区代々木４丁目３３番１０号トーシンビル４Ｆ,03-5860-7565,-,masa@fivegate.jp,-
株式会社イノベーション,いのべーしょん,富田直人,https://www.innovation.co.jp/,https://www.innovation.co.jp/contact/,5011001035806,2000年12月,-,東証マザーズ,341192000,1484706000,1,69,-,-,3月,IT製品の比較・資料請求サイト「ITトレンド」などの運営や営業活動の支援を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社・販売促進コンサルティング業界の会社,Webマーケティング支援・会計システムコンサルティング・ポータルサイト運営・システムコンサルティング,BtoB,未計算,東京都渋谷区渋谷３丁目１０番１３号,150-0002,東京都,渋谷区渋谷３丁目１０番１３号,03-5766-3800,03-5766-3835,labo@innovation.co.jp,-
フォーグローブ株式会社,ふぉーぐろーぶ,畑野裕亮,https://www.fourglobe.co.jp/,https://www.fourglobe.co.jp/contact/,5020001080786,2006年10月,-,未上場,15000000,-,3,69,-,-,-,グローバルビジネス支援やマーケティング、システム開発を行う会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,コンサルティング業界の会社・その他サービス業界の会社・IT業界の会社,Webマーケティング業界の会社・Web制作業界の会社・システム受託開発業界の会社,ECサイト構築・システム導入支援・海外ビジネスコンサルティング・Webサイト運営代行・電子決済システム開発・Webマーケティング支援・オフショア開発・システムインテグレーション（SI）,BtoB,未計算,神奈川県川崎市高津区下作延２丁目１４番１５－４０５号,213-0033,神奈川県,川崎市高津区下作延２丁目１４番１５－４０５号,03-6447-7280,03-6447-7281,-,-
株式会社オリコビジネス＆コミュニケーションズ,おりこびじねすあんどこみゅにけーしょんず,髙橋則朗,https://www.orico-bc.co.jp/,https://www.orico-bc.co.jp/contact/inq/mail.html,6011101054721,1985年12月,-,未上場,100000000,2360000000,8,68,-,-,3月,ギフト販売やエアコンなどの施工を行う会社,生活用品業界の会社,お土産・ギフト業界の会社,機械業界の会社・生活用品業界の会社・製造業界の会社・コンサルティング業界の会社,空調機器業界の会社・オフィス用品・オフィス家具業界の会社・防災・防犯機器業界の会社・広告運用コンサルティング業界の会社,防犯設備工事・二次電池・バッテリー（蓄電池・リチウムイオン電池等）販売・オフィス家具販売・プロモーション企画・オフィス用品・事務用品販売・ゴルフ会員権販売・ギフト・贈答品販売・空調設備販売,BtoB　BtoC,未計算,東京都新宿区高田馬場１丁目４番１５号,169-0075,東京都,新宿区高田馬場１丁目４番１５号,03-6892-0611,03-6892-0615,-,-
